,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.31,0.47,0.45,0.96,0.42,0.34,0.37,0.63,0.64,0.59,0.44,0.46,0.37,0.6,0.48
aufs.csv,0.59,0.29,0.22,0.09,0.38,0.58,0.24,0.67,0.98,0.17,0.36,0.48,0.12,0.37,0.33
bulmages.csv,0.04,0.13,0.13,0.44,0.12,0.07,0.06,0.0,0.0,1.0,0.34,0.0,0.4,0.0,0.0
coot.csv,0.34,0.22,0.48,0.4,0.42,0.41,0.42,0.41,0.39,0.42,0.48,0.27,0.98,0.41,0.43
emono.csv,0.54,0.42,0.54,0.51,0.52,0.14,0.48,0.54,0.34,0.56,0.55,0.44,0.54,0.53,0.97
extprosys.csv,0.24,0.92,0.09,0.54,0.26,0.45,0.27,0.41,0.63,0.37,0.56,0.56,0.36,0.63,0.43
freelords.csv,0.48,0.4,0.69,0.67,0.54,0.52,0.97,0.46,0.58,0.54,0.56,0.49,0.59,0.63,0.26
jnode.csv,0.34,0.13,0.51,0.34,0.04,0.95,0.16,0.0,0.0,0.28,0.0,0.16,0.52,0.0,0.0
jruby.csv,0.55,0.05,0.25,0.27,0.61,0.62,0.54,0.67,0.53,0.12,0.17,0.42,0.02,0.99,0.51
jsecurity.csv,0.39,0.13,0.22,0.43,0.92,0.42,0.31,0.25,0.5,0.51,0.26,0.12,0.6,0.28,0.36
matrex.csv,0.44,0.0,0.09,0.21,0.18,0.54,0.21,0.34,0.54,0.0,0.97,0.47,0.02,0.2,0.01
officefloor.csv,0.0,0.41,0.51,0.68,0.06,0.0,0.23,0.85,0.21,0.5,0.42,0.4,0.56,0.43,0.27
projectfactory.csv,0.43,0.23,0.3,0.09,0.45,0.64,0.36,0.68,0.0,0.0,0.31,1.0,0.14,0.47,0.28
taverna.csv,0.04,0.05,0.96,0.09,0.16,0.14,0.33,0.13,0.0,0.0,0.14,0.47,0.06,0.21,0.06
vxl.csv,0.87,0.05,0.6,0.0,0.0,0.0,0.44,0.16,0.47,0.28,0.17,0.46,0.57,0.32,0.36
