,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.79,0.71,0.55,0.43,0.59,0.68,0.73,0.53,0.53,0.48,0.59,0.59,0.72,0.59,0.61
aufs.csv,0.6,0.88,0.59,0.8,0.93,0.53,0.79,0.53,0.67,0.95,0.59,0.52,0.88,0.51,0.79
bulmages.csv,0.0,0.97,0.88,0.39,0.94,0.97,0.86,0.96,0.0,0.86,0.89,0.0,0.65,0.0,0.0
coot.csv,0.79,0.69,0.7,0.45,0.7,0.65,0.7,0.81,0.44,0.59,0.58,0.71,0.51,0.73,0.58
emono.csv,0.62,0.61,0.67,0.4,0.57,0.73,0.61,0.61,0.57,0.58,0.5,0.45,0.61,0.7,0.53
extprosys.csv,0.45,0.76,0.4,0.37,0.5,0.45,0.42,0.51,0.59,0.66,0.43,0.45,0.78,0.51,0.7
freelords.csv,0.52,0.52,0.44,0.41,0.51,0.48,0.42,0.47,0.42,0.43,0.38,0.53,0.46,0.49,0.5
jnode.csv,0.86,0.97,0.71,0.94,0.67,0.93,0.94,0.0,0.0,0.9,0.0,0.94,0.52,0.0,0.0
jruby.csv,0.48,0.83,0.61,0.93,0.52,0.45,0.49,0.41,0.41,0.95,0.89,0.42,0.67,0.49,0.61
jsecurity.csv,0.68,0.95,0.92,0.41,0.86,0.91,0.86,0.99,0.55,0.62,0.81,0.88,0.45,0.67,0.69
matrex.csv,0.47,0.0,0.86,0.73,0.95,0.74,0.87,0.99,0.52,0.5,0.46,0.67,0.5,0.91,0.88
officefloor.csv,0.0,0.53,0.71,0.48,0.89,0.95,0.96,0.97,0.51,0.43,0.55,0.47,0.48,0.57,0.44
projectfactory.csv,0.53,0.95,0.74,0.75,0.58,0.48,0.69,0.54,0.5,0.88,0.65,0.59,0.91,0.52,0.79
taverna.csv,0.67,0.89,0.74,0.75,0.98,0.94,0.96,1.0,0.0,0.67,0.95,0.61,0.75,0.96,0.88
vxl.csv,0.94,0.83,0.62,0.34,0.91,0.98,0.57,0.99,0.62,0.97,0.97,0.69,0.61,0.82,0.75
