,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.32,0.46,0.53,0.0,0.27,0.43,0.25,0.47,0.56,0.64,0.43,0.53,0.65,0.58,0.45
aufs.csv,0.32,0.09,0.42,0.11,0.1,0.32,0.11,0.31,0.0,0.2,0.21,0.28,0.11,0.26,0.26
bulmages.csv,0.0,0.22,0.09,0.5,0.08,0.09,0.11,0.02,0.0,0.0,0.09,0.0,0.16,0.0,0.0
coot.csv,0.16,0.24,0.21,0.33,0.23,0.4,0.25,0.27,0.26,0.26,0.35,0.19,0.0,0.32,0.29
emono.csv,0.55,0.8,0.53,0.78,0.69,0.36,0.54,0.39,0.89,0.7,0.64,0.84,0.51,0.42,0.0
extprosys.csv,0.94,0.01,0.98,0.78,0.93,0.85,0.93,0.84,0.66,0.68,0.75,0.72,0.59,0.68,0.36
freelords.csv,0.55,0.87,0.6,0.56,0.76,0.61,0.04,0.85,0.74,0.55,0.75,0.58,0.62,0.68,0.93
jnode.csv,0.28,0.25,0.53,0.22,0.01,0.0,0.21,0.0,0.0,0.06,0.0,0.26,0.35,0.05,0.0
jruby.csv,0.58,0.03,0.32,0.28,0.44,0.63,0.36,0.54,0.78,0.25,0.23,0.86,0.05,0.05,0.31
jsecurity.csv,0.21,0.1,0.15,0.5,0.01,0.2,0.25,0.1,0.48,0.28,0.15,0.09,0.46,0.16,0.21
matrex.csv,0.37,0.01,0.09,0.39,0.08,0.21,0.04,0.11,0.11,0.02,0.0,0.37,0.03,0.11,0.17
officefloor.csv,0.0,0.87,0.53,0.5,0.04,0.05,0.29,0.0,0.95,0.81,0.75,0.86,0.78,0.84,0.93
projectfactory.csv,0.48,0.09,0.23,0.06,0.29,0.51,0.25,0.34,1.0,0.1,0.31,0.0,0.16,0.68,0.24
taverna.csv,0.02,0.05,0.02,0.06,0.24,0.25,0.07,0.17,0.0,0.04,0.15,0.47,0.05,0.05,0.1
vxl.csv,0.0,0.03,0.57,1.0,0.07,0.12,0.79,0.12,0.76,0.32,0.28,0.42,0.62,0.26,0.64
