,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.85,0.69,0.62,0.57,0.43,0.64,1.03
encog-java.csv,0.38,0.92,0.97,0.76,0.78,0.85,0.99
h2database.csv,0.47,0.44,0.89,0.45,0.73,0.72,0.88
haphazard.csv,0.71,0.78,0.49,0.77,0.8,0.57,0.85
jaql.csv,0.61,0.52,0.74,0.43,0.65,0.77,0.88
raven-monitoring.csv,0.6,0.79,0.46,0.68,0.96,0.55,0.79
v8.csv,0.93,0.62,0.9,0.9,0.97,0.8,0.22
