,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.46,0.57,0.6,0.56,0.7,0.54,0.0
encog-java.csv,0.73,0.1,0.04,0.28,0.27,0.26,0.04
h2database.csv,0.66,0.66,0.13,0.68,0.31,0.41,0.15
haphazard.csv,0.36,0.32,0.64,0.27,0.24,0.56,0.2
jaql.csv,0.71,0.61,0.33,0.66,0.43,0.35,0.15
raven-monitoring.csv,0.66,0.43,0.65,0.43,0.1,0.65,0.39
v8.csv,0.13,0.5,0.39,0.42,0.2,0.49,0.84
