,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.0,0.0,7.0,42.0,10.0,0.0,3.0,3.0,1.0,3.0,0.0
badtrinitycore.csv,0.0,2.0,8.0,0.0,7.0,72.0,201.0,83.0,0.0,6.0,1.0
boost.csv,9.0,0.0,7.0,7.0,12.0,0.0,4.0,26.0,0.0,2.0,7.0
electric-core.csv,9.0,0.0,0.0,9.0,11.0,0.0,3.0,51.0,1.0,2.0,4.0
java-gnome.csv,6.0,0.0,18.0,38.0,8.0,0.0,4.0,5.0,1.0,0.0,0.0
miranda-icq.csv,1.0,0.0,4.0,1.0,10.0,0.0,0.0,2.0,5.0,1.0,4.0
ofbiz.csv,1.0,0.0,49.0,15.0,5.0,0.0,1.0,34.0,0.0,0.0,1.0
olsrd.csv,5.0,0.0,3.0,43.0,10.0,0.0,3.0,20.0,2.0,0.0,4.0
opensim4opencog.csv,0.0,0.0,6.0,15.0,0.0,0.0,2.0,50.0,0.0,4.0,3.0
t-2.csv,3.0,0.0,7.0,9.0,10.0,0.0,4.0,0.0,1.0,2.0,8.0
xcf.csv,5.0,0.0,5.0,26.0,51.0,0.0,4.0,40.0,6.0,0.0,0.0
