,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.67,0.24,0.32,0.05,0.06,0.17,0.32
aztec.csv,0.23,0.6,0.16,0.4,0.44,0.37,0.12,0.18
jbpm.csv,0.04,0.67,0.57,0.17,0.05,0.0,0.15,0.04
mediate.csv,0.35,0.37,0.26,0.53,0.73,0.05,0.33,0.23
mycila.csv,0.96,0.58,0.12,0.31,0.49,0.14,0.56,0.65
neodatis-odb.csv,0.52,0.51,0.24,0.63,0.6,0.19,0.27,0.23
nsis.csv,0.82,0.26,0.22,0.51,0.69,0.02,0.35,0.57
rodin-b-sharp.csv,0.63,0.0,0.0,0.0,0.28,0.1,0.17,0.8
