,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.85,0.88,0.44,0.66,0.69,0.71
ingex.csv,0.61,0.56,0.38,0.55,0.59,0.32
jgnash.csv,0.73,0.68,0.62,0.57,0.69,0.49
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.36,0.25,0.55,0.59,0.37
openefm.csv,0.67,0.72,0.25,0.7,0.59,0.54
yarp0.csv,0.58,0.24,0.56,0.89,0.72,0.66
