,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.81,0.93,0.79,0.57,0.8,0.73,0.71,0.72,0.82,0.02
geotools.csv,0.79,0.87,0.76,0.83,0.79,0.74,0.04,0.89,0.98,0.71
gephex.csv,0.65,0.65,0.64,0.7,0.68,0.58,0.64,0.04,0.72,0.69
haggle.csv,0.86,0.03,0.81,0.61,0.66,0.79,0.84,0.84,0.95,0.94
java-gnome.csv,0.66,0.7,0.54,0.12,0.71,0.43,0.61,0.82,0.76,0.6
jgnash.csv,0.79,0.8,0.08,0.65,0.65,0.74,0.59,0.81,0.86,0.95
jrdf.csv,0.86,0.92,0.57,0.32,0.92,0.13,0.65,0.9,0.92,0.76
mpqc.csv,0.15,0.71,0.94,0.83,0.76,0.93,0.82,0.86,0.85,0.52
panda3d.csv,1.02,0.86,0.79,0.96,0.05,0.81,0.73,0.83,0.85,0.95
tencompetence.csv,0.57,0.87,0.74,0.64,0.72,0.86,0.89,0.91,0.03,0.99
