,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.26,0.07,0.94,0.44,0.7,0.12,0.98
glelite.csv,0.29,0.11,0.54,0.48,0.69,0.29,1.0
moving-pictures.csv,0.31,0.08,0.42,1.0,0.6,0.23,0.98
plearn.csv,0.94,0.08,0.46,0.4,0.73,0.53,1.0
re2c.csv,0.48,1.0,0.72,0.5,0.79,0.65,1.0
rebecca-aiml.csv,0.46,1.0,0.54,0.33,0.76,1.0,1.0
xfce.csv,0.29,0.13,0.51,0.48,0.98,0.23,0.98
