,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.36,0.33,0.94,0.25,0.12,0.24,0.6
glelite.csv,1.0,1.0,0.96,1.0,0.99,1.0,1.0
moving-pictures.csv,0.8,0.67,0.2,0.96,0.14,0.57,0.8
plearn.csv,0.86,0.33,0.56,0.61,0.44,0.78,0.65
re2c.csv,0.34,1.0,0.33,0.61,0.47,0.8,0.34
rebecca-aiml.csv,0.19,0.17,0.72,0.32,0.48,1.0,0.26
xfce.csv,0.66,0.83,0.61,0.57,0.98,0.52,0.67
