,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.57,0.36,0.82,0.4,0.62,0.63,0.76
flexpay.csv,0.66,0.79,0.57,0.33,0.82,0.83,0.41
gabel.csv,0.52,0.75,0.68,0.25,0.45,0.64,0.57
genoviz.csv,0.74,0.65,0.75,0.76,0.92,0.88,0.09
img-browse-sort.csv,0.46,0.95,0.67,0.48,0.39,0.45,0.6
ontomorphtab.csv,0.29,0.95,0.68,0.53,0.73,0.45,0.56
passwordsafe.csv,0.37,0.67,0.8,0.51,0.4,0.39,0.38
