,recall,precision,pf,cdom,bellwether
1,0.2,0.255,0.17,8.0,lamp.csv
12,0.8,0.8,0.595,1.0,gpsmid.csv
15,0.66,0.41,0.34,12.0,jmol.csv
29,0.505,0.36,0.29,19.0,xemeiah.csv
50,0.71,0.36,0.29,4.0,glas.csv
56,0.42,0.71,0.365,2.0,vapor.csv
60,0.41,0.38,0.2,8.0,opengs.csv
11,0.95,0.975,0.95,0.0,atunes.csv
