,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,1,1,0,logicmail.csv
51,3,1,5,10,9,bscwweasel.csv
50,4,1,6,14,15,lamp.csv
57,5,1,6,11,10,gabel.csv
21,6,1,8,13,13,mclient-mume.csv
17,7,6,5,10,17,nunit.csv
27,8,2,10,14,18,ninject.csv
16,9,1,2,7,9,jas.csv
24,10,1,3,8,8,anaxagora.csv
56,13,1,3,6,5,nutz.csv
58,14,1,1,2,1,gpsmid.csv
18,16,4,8,10,13,autowikibrowser.csv
23,17,1,2,7,5,tcvp.csv
14,18,1,3,8,7,jatlas.csv
25,19,1,6,9,8,guineu.csv
13,20,1,5,8,7,forester-atv.csv
28,21,4,1,3,6,kolmafia.csv
59,22,1,6,15,16,fltk.csv
49,23,5,8,10,14,qtractor.csv
48,24,1,7,10,9,lockss.csv
60,25,2,7,6,8,jmol.csv
26,26,1,3,7,6,acdk.csv
15,27,2,1,2,4,findbugs.csv
22,28,1,7,14,13,unimrcp.csv
38,30,3,3,3,5,flylinkdc.csv
33,31,1,3,9,8,foursquared.csv
5,32,2,7,14,14,amateur-scrolls.csv
12,33,1,4,13,11,jaxen.csv
11,34,2,2,2,3,qmmp.csv
6,35,3,1,1,1,planeshift.csv
32,36,2,5,7,7,ftm.csv
39,37,1,4,6,6,miranda-icq.csv
31,38,2,3,5,6,t-2.csv
40,39,1,2,2,2,zorannt.csv
53,40,5,3,3,8,bacnet.csv
46,41,6,9,9,18,passwordsafe.csv
19,42,1,4,4,3,dataobjectsdotnet.csv
30,43,1,11,16,15,gmerlin.csv
29,44,1,11,18,17,alpine.csv
20,45,2,6,9,10,genoviz.csv
45,46,1,7,11,9,zoolib.csv
54,47,1,6,12,11,pixel-commandos.csv
47,48,1,4,14,13,wgs-assembler.csv
52,49,2,5,9,10,xemeiah.csv
8,51,1,5,11,10,igarden.csv
41,52,1,8,14,13,psrchive.csv
37,53,3,4,3,8,glas.csv
36,54,3,2,1,2,freewrl.csv
42,55,1,5,6,6,fulguro.csv
4,57,1,3,5,5,encog-java.csv
9,58,1,7,11,10,vapor.csv
1,59,3,2,2,3,decidr.csv
0,61,1,10,19,16,lite.csv
35,62,1,5,8,8,ingex.csv
43,63,1,9,15,16,sarasvati.csv
44,64,1,9,18,16,bionote.csv
34,65,3,6,11,12,codepurge.csv
2,66,1,6,12,13,opengs.csv
10,67,3,8,13,15,co-ode-owl-plugins.csv
3,68,1,2,3,3,mpqc.csv
7,69,2,1,1,1,ambulant.csv
