,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.52,0.92,0.47,0.61,0.4,0.46,0.6,0.54,0.45,0.47,0.37,0.71
gamestone.csv,0.75,0.5,0.96,0.55,0.86,0.0,0.0,0.96,1.0,0.75,0.8,0.75
gbif-providertoolkit.csv,0.69,0.86,0.72,0.62,0.64,0.46,0.49,0.56,0.45,0.73,0.68,0.91
heekscad.csv,0.36,0.55,0.39,0.43,0.39,0.35,0.42,0.43,0.4,0.46,0.36,0.41
igarden.csv,0.48,0.68,0.75,0.45,0.79,0.62,0.67,0.95,0.54,0.93,0.45,0.65
levent.csv,0.61,0.0,0.0,0.0,0.36,0.46,0.54,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.82,0.5,0.79,0.0,0.0,0.88,0.0,0.76,0.74,0.5,0.75,0.75
openmsx.csv,0.45,0.42,0.66,0.33,0.94,0.92,0.92,0.97,0.0,0.63,0.92,0.79
owlapi.csv,0.56,0.93,0.63,0.94,0.41,0.43,0.42,0.61,0.57,0.5,0.46,0.54
pnotepad.csv,0.4,0.55,0.37,0.31,0.34,0.43,0.4,0.5,0.38,0.42,0.34,0.39
quark.csv,0.74,0.67,0.74,0.5,0.9,0.67,0.75,0.94,1.0,0.9,0.59,0.73
xcsoar.csv,0.35,0.75,0.38,0.4,0.4,0.48,0.5,0.54,0.46,0.41,0.34,0.58
