,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.16,0.02,0.0,0.26,0.28,0.24,0.0,0.11,0.03,0.26,0.12,0.02,0.1,0.04,0.02,0.05,0.06,0.0,0.11,0.77
baadengine.csv,0.01,0.49,0.5,0.4,0.55,0.29,0.32,0.51,0.68,0.28,0.45,0.83,0.49,0.54,0.5,0.68,0.52,0.4,0.68,0.08
bibedt.csv,0.16,0.22,0.75,0.21,0.38,0.43,0.16,0.21,0.31,0.0,0.26,0.23,0.0,0.15,0.08,0.21,0.12,0.0,0.26,0.31
cascading.csv,0.54,0.92,0.75,0.41,0.38,0.37,0.29,0.54,0.43,0.6,0.48,0.81,0.56,0.35,0.52,0.69,0.0,0.0,0.21,0.15
chaosrts.csv,0.75,0.88,1.0,0.58,0.45,0.71,0.99,0.75,0.82,0.57,0.86,0.96,0.95,0.96,0.68,0.74,0.7,1.0,0.11,0.31
exl.csv,0.6,0.77,1.0,0.75,0.48,0.52,0.47,0.81,0.74,0.49,0.67,0.88,0.66,0.58,0.66,0.84,0.67,0.2,0.74,0.0
gnome-jabber.csv,0.74,0.85,1.0,0.76,0.59,0.62,0.96,0.77,0.91,0.98,0.68,0.6,0.95,0.77,0.63,0.8,0.85,0.4,0.58,0.46
gogoego.csv,0.39,0.35,0.75,0.33,0.17,0.05,0.91,0.0,0.31,0.32,0.31,0.25,0.44,0.08,0.24,0.16,0.21,1.0,0.21,0.08
httpcontentparser.csv,0.03,0.03,0.0,0.06,0.38,0.19,0.07,0.11,0.06,0.19,0.0,0.04,0.2,0.31,0.02,0.04,0.09,0.6,0.11,0.38
impala.csv,0.33,0.42,0.0,0.9,1.0,0.92,0.03,0.96,0.74,0.0,0.38,0.56,0.49,0.42,0.01,0.0,0.79,0.6,0.74,0.54
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
jgameai.csv,0.01,0.03,0.5,0.24,0.17,0.0,0.5,0.3,0.11,0.02,0.08,0.25,0.15,0.04,0.03,0.05,0.06,0.6,0.0,0.0
jhotdraw.csv,0.24,0.06,0.0,0.11,0.31,0.17,0.03,0.08,0.0,0.04,0.16,0.04,0.1,0.19,0.08,0.02,0.03,0.6,0.11,0.54
patterntesting.csv,0.19,0.58,0.75,0.47,0.59,0.35,0.32,0.49,0.62,0.02,0.43,0.79,0.27,0.46,0.41,0.55,0.33,0.4,0.53,0.15
pokeglobal.csv,0.46,0.55,0.5,0.5,0.0,0.65,0.22,0.62,0.77,0.15,0.36,0.88,0.29,0.58,0.71,0.63,0.61,0.4,0.63,0.08
snakeyaml.csv,0.01,0.25,0.25,0.54,0.45,0.57,0.43,0.22,0.36,0.19,0.33,0.33,0.66,0.65,0.0,0.19,0.21,0.8,0.05,0.54
unflobtactical.csv,0.35,0.29,0.5,0.44,0.55,0.52,0.07,0.36,0.15,0.36,0.52,0.17,0.27,0.0,0.11,0.31,0.3,0.4,0.53,0.54
werx.csv,1.0,0.97,0.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0
zealos.csv,0.35,0.23,0.75,0.45,0.34,0.41,0.0,0.3,0.41,0.32,0.43,0.5,0.34,0.15,0.25,0.22,0.36,0.8,0.21,0.31
