,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,1.0,0.55,0.33,0.09,0.28,0.35,0.08,0.48,0.43
azureus.csv,0.38,0.65,0.78,0.09,0.27,0.98,0.06,0.55,0.3
columba.csv,0.35,0.67,0.55,0.0,0.4,0.4,0.1,0.72,1.0
continuum-ide.csv,0.19,0.43,0.62,0.05,1.0,0.39,0.0,0.5,0.51
emulemorph.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.78,0.21
factor.csv,0.0,1.0,0.4,0.0,0.12,0.57,0.07,0.95,0.67
pcgen.csv,0.23,0.47,1.0,0.05,0.33,0.45,0.0,0.79,0.32
stemkit.csv,0.36,0.5,0.0,0.0,0.0,0.0,1.0,0.62,0.2
utgb.csv,0.29,1.0,0.4,0.07,0.29,0.23,0.12,0.63,0.3
