,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.78,0.91,0.77,0.67,0.35,0.59,0.48,0.72,0.8
azureus.csv,0.67,0.94,0.67,0.77,0.6,0.68,0.94,0.82,0.59
columba.csv,0.45,0.48,0.44,0.79,0.34,0.42,0.37,0.47,0.66
continuum-ide.csv,0.94,0.71,0.66,0.95,0.62,0.94,0.88,0.5,0.97
emulemorph.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.9,0.89,0.98
factor.csv,0.0,0.0,0.8,0.75,0.88,0.93,0.4,0.51,0.83
pcgen.csv,0.67,0.74,0.52,0.95,0.5,0.56,0.86,0.63,0.9
stemkit.csv,0.93,0.5,0.5,0.75,0.0,0.9,0.83,0.88,0.8
utgb.csv,0.54,0.56,0.8,0.87,0.86,0.92,0.88,0.68,0.91
