,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.71,220
acdk.csv,0.44,0.52,0.24,596
adaptagrams.csv,0.4,0.51,0.22,589
adobe-source.csv,0.5,0.46,0.37,454
adonthell.csv,0.52,0.39,0.47,228
agilitybook.csv,0.42,0.4,0.39,260
aime.csv,0.3,0.35,0.29,216
alembik.csv,0.27,0.56,0.13,607
algebsql.csv,0.38,0.34,0.5,55
all-plasm.csv,0.33,0.42,0.29,341
alpine.csv,0.72,0.41,0.6,261
amanda.csv,0.54,0.45,0.42,407
amateur-scrolls.csv,0.2,0.34,0.15,300
ambulant.csv,0.65,0.4,0.63,151
amygdala.csv,0.4,0.4,0.36,279
apertium.csv,0.33,0.4,0.27,339
apolloplayer.csv,0.57,0.42,0.43,380
applet2app.csv,0.59,0.5,0.35,579
arcallians.csv,0.67,0.45,0.51,403
archive-crawler.csv,0.43,0.42,0.36,334
ardour.csv,0.5,0.52,0.3,588
arianne.csv,0.95,0.39,0.93,56
arm-webradio.csv,0.4,0.41,0.37,280
array4j.csv,0.58,0.36,0.62,82
arsenal-1.csv,0.25,0.48,0.17,519
atlc.csv,0.68,0.39,0.67,135
atomsite.csv,0.72,0.42,0.64,224
atunes.csv,0.61,0.43,0.47,374
auber.csv,0.81,0.41,0.73,171
aubit4gl.csv,0.14,0.4,0.13,365
aufs.csv,0.27,0.33,0.27,195
autat.csv,0.29,0.48,0.18,531
autofac.csv,0.58,0.45,0.44,417
autoopencas.csv,0.3,0.27,0.45,15
autowikibrowser.csv,0.67,0.46,0.48,462
avifile.csv,0.44,0.36,0.5,111
avisynth2.csv,0.03,0.33,0.02,307
awemud.csv,0.58,0.46,0.39,492
aztec.csv,0.36,0.5,0.2,576
baadengine.csv,0.89,0.42,0.77,202
bacula.csv,0.73,0.42,0.6,282
badtrinity-zero.csv,0.46,0.45,0.33,460
badtrinitycore.csv,0.35,0.44,0.26,442
barracudamvc.csv,0.93,0.36,0.97,12
bdbbasic.csv,0.46,0.41,0.36,352
beast-mcmc.csv,0.74,0.45,0.57,387
benojt.csv,1.0,0.38,1.0,22
betoffice.csv,0.71,0.34,0.83,3
bibletime.csv,0.7,0.44,0.54,375
bigdata.csv,0.44,0.41,0.37,315
biodwh.csv,0.31,0.52,0.16,592
bionote.csv,0.34,0.5,0.19,572
biopax.csv,1.0,0.39,0.99,39
bl-toolkit.csv,0.69,0.38,0.71,87
blogentis.csv,0.52,0.37,0.64,46
bloodycore.csv,0.21,0.4,0.18,359
blue-c.csv,0.77,0.43,0.64,277
bochs.csv,0.71,0.39,0.63,184
boost-sandbox.csv,0.56,0.38,0.54,163
boost.csv,0.62,0.46,0.43,481
brlcad.csv,0.28,0.47,0.18,517
bscwweasel.csv,0.27,0.48,0.17,529
buddata-ebxml-registry.csv,0.97,0.39,0.94,60
bullet.csv,0.61,0.39,0.59,155
bwapi.csv,0.96,0.38,0.96,34
bzbyte.csv,0.23,0.09,0.16,42
capcode.csv,0.59,0.39,0.59,144
carabiner.csv,0.7,0.45,0.52,417
cascading.csv,0.69,0.44,0.52,392
chaosrts.csv,0.53,0.43,0.42,367
checker-framework.csv,0.86,0.4,0.81,124
chipster.csv,0.15,0.39,0.12,378
chrysalis.csv,0.48,0.5,0.29,563
cities3d.csv,0.27,0.39,0.21,357
cleartk.csv,0.73,0.41,0.65,206
cme.csv,0.0,0.0,0.0,4
co-ode-owl-plugins.csv,0.5,0.41,0.47,239
codeblocks.csv,0.63,0.46,0.42,496
codepurge.csv,0.52,0.46,0.4,435
codesmith.csv,0.64,0.38,0.65,113
columba.csv,0.64,0.46,0.45,472
continuum-ide.csv,0.17,0.42,0.15,397
coot.csv,0.51,0.35,0.49,146
cornerstone.csv,0.27,0.53,0.12,599
cortex-vfx.csv,0.39,0.52,0.23,585
crisscross.csv,0.94,0.39,0.9,76
critterding.csv,0.88,0.39,0.85,83
crux-framework.csv,0.27,0.42,0.23,381
cuberok.csv,0.56,0.43,0.46,330
dataobjectsdotnet.csv,0.65,0.41,0.55,263
decidr.csv,0.86,0.4,0.81,124
delphilhlplib.csv,0.67,0.43,0.52,353
doomlegacy.csv,0.73,0.46,0.6,340
dspace-gsoc.csv,0.71,0.45,0.55,387
dsworkbench.csv,0.08,0.33,0.07,286
dvd-create.csv,0.73,0.43,0.6,295
dvt.csv,0.31,0.44,0.24,429
dxengine.csv,0.34,0.39,0.31,278
dynalloy.csv,0.64,0.39,0.6,166
e-bio-flow.csv,0.32,0.47,0.18,540
echongl.csv,0.5,0.43,0.42,330
elateportal.csv,0.58,0.4,0.5,253
electric-core.csv,0.76,0.44,0.6,338
elmo.csv,0.29,0.44,0.23,426
elvishrayrenderer.csv,0.35,0.38,0.33,250
emeraldemu.csv,0.44,0.49,0.3,524
emftriple.csv,0.14,0.27,0.23,86
emisview.csv,0.2,0.43,0.12,479
emite.csv,0.28,0.47,0.2,494
emono.csv,0.69,0.4,0.67,141
empyrean.csv,0.0,0.0,0.0,4
emulemorph.csv,0.02,0.25,0.01,206
encog-cs.csv,0.79,0.37,0.8,58
encog-java.csv,0.08,0.4,0.05,422
enlightenment.csv,1.0,0.39,1.0,32
enzo.csv,0.94,0.39,0.92,60
esmf.csv,0.67,0.43,0.56,295
etherboot.csv,0.47,0.17,0.26,157
etics.csv,0.4,0.54,0.21,603
exist.csv,0.94,0.4,0.91,78
exl.csv,0.51,0.41,0.45,274
exordium.csv,0.63,0.47,0.44,484
extprosys.csv,0.79,0.38,0.75,113
factor.csv,0.15,0.43,0.09,475
fbmanager.csv,0.01,0.02,0.0,15
ffigo.csv,0.2,0.38,0.18,313
fido.csv,0.0,0.0,0.0,4
findbugs.csv,0.61,0.44,0.46,401
firebird.csv,0.82,0.44,0.67,299
firebreath.csv,0.56,0.49,0.37,532
fityk.csv,0.66,0.45,0.49,421
fleet-simulator.csv,0.87,0.41,0.78,161
fltk.csv,0.61,0.44,0.47,390
fluent-nhibernate.csv,0.32,0.5,0.2,553
fluidium.csv,0.02,0.12,0.02,68
flylegacy.csv,0.57,0.43,0.41,420
flylinkdc.csv,0.82,0.4,0.74,156
fm-classic.csv,0.1,0.45,0.07,483
fmri-dmt.csv,0.59,0.35,0.69,29
fontforge.csv,0.92,0.4,0.84,135
forester-atv.csv,0.17,0.42,0.13,425
foursquared.csv,0.14,0.4,0.09,422
free-evolution.csv,0.52,0.43,0.42,353
freedom-erp.csv,0.12,0.35,0.09,318
freelords.csv,0.77,0.42,0.63,276
freenet.csv,0.87,0.38,0.86,62
freewrl.csv,0.75,0.42,0.64,249
fritzing.csv,0.56,0.48,0.35,541
frogatto.csv,0.83,0.42,0.7,240
ftm.csv,0.24,0.61,0.1,616
fulguro.csv,0.53,0.34,0.56,88
fw4spl.csv,0.46,0.46,0.35,448
galaxium.csv,0.6,0.49,0.39,537
gamestone.csv,0.19,0.37,0.2,267
gbif-indexingtoolkit.csv,0.37,0.37,0.39,175
gbif-providertoolkit.csv,0.31,0.41,0.25,372
gdis.csv,0.61,0.42,0.51,291
genoviz.csv,0.1,0.62,0.03,613
geochat.csv,0.41,0.38,0.42,182
geogebra.csv,0.49,0.5,0.28,582
geotools.csv,0.77,0.41,0.67,212
gephex.csv,0.84,0.38,0.83,72
gisgraphy.csv,0.29,0.43,0.2,453
glas.csv,0.64,0.45,0.46,446
glelite.csv,0.92,0.4,0.89,81
gmerlin.csv,0.86,0.33,0.76,97
gnome-jabber.csv,0.64,0.42,0.55,270
gnukeda.csv,0.57,0.39,0.55,170
go.csv,0.73,0.44,0.55,391
gogoego.csv,0.71,0.43,0.54,367
google-collections.csv,1.0,0.38,1.0,22
google-gears.csv,0.73,0.42,0.64,231
google-web-toolkit.csv,0.56,0.47,0.39,490
gpac.csv,0.63,0.38,0.64,118
gpsmid.csv,0.73,0.38,0.73,95
grafx2.csv,0.51,0.47,0.37,477
graphmak.csv,0.51,0.4,0.47,233
grisbi.csv,0.92,0.39,0.87,91
growl-for-windows.csv,0.29,0.26,0.12,303
gss.csv,0.79,0.42,0.63,291
gstreamer.csv,0.77,0.4,0.7,164
gtad.csv,0.31,0.57,0.13,612
guineu.csv,0.35,0.35,0.44,104
gusanos.csv,0.45,0.48,0.29,529
gzigzag.csv,0.37,0.54,0.19,603
h2database.csv,0.29,0.56,0.14,608
haggle.csv,0.27,0.43,0.19,449
hannosset.csv,0.17,0.33,0.19,209
hatari.csv,0.76,0.41,0.67,206
hazelcast.csv,0.7,0.44,0.51,415
heekscad.csv,0.63,0.45,0.46,440
hibernate.csv,0.68,0.47,0.49,471
htmlunit.csv,0.52,0.51,0.29,591
hydrate.csv,0.21,0.41,0.15,419
hydrogen.csv,1.0,0.38,1.0,22
ibatisdb.csv,0.25,0.44,0.2,429
icescrum.csv,0.43,0.5,0.25,572
ifmo-game-1.csv,0.14,0.4,0.11,396
igarden.csv,0.41,0.51,0.24,580
ikvm.csv,0.51,0.35,0.61,48
ildjit.csv,0.2,0.33,0.26,147
illumination.csv,0.4,0.3,0.39,132
img-browse-sort.csv,0.58,0.48,0.38,526
impala.csv,0.4,0.37,0.4,192
ingex.csv,0.62,0.38,0.6,143
inkscape.csv,0.8,0.41,0.75,145
intact.csv,0.49,0.42,0.4,334
ipfilter.csv,0.75,0.38,0.76,79
irplus.csv,0.47,0.52,0.27,590
irrlicht.csv,1.0,0.36,1.0,17
itext.csv,0.82,0.44,0.68,286
ivatamasks.csv,0.93,0.4,0.86,120
ivataopenportal.csv,0.91,0.4,0.84,127
ivef-sdk.csv,0.49,0.3,0.55,42
jahshaka.csv,0.57,0.48,0.41,486
jahshakafx.csv,0.54,0.5,0.32,576
jajuk.csv,0.88,0.41,0.76,197
jaolt.csv,0.69,0.44,0.55,345
japano.csv,0.7,0.34,0.8,11
jaql.csv,0.34,0.52,0.18,592
jas.csv,0.36,0.39,0.33,273
jasperreports.csv,0.76,0.4,0.74,127
jatlas.csv,0.33,0.4,0.34,247
java-gnome.csv,0.34,0.4,0.33,268
javagroups.csv,0.54,0.38,0.58,118
javaprofiler.csv,0.8,0.4,0.7,186
jaxen.csv,0.71,0.38,0.72,90
jbasic.csv,0.75,0.4,0.67,179
jbpm.csv,0.01,0.07,0.0,41
jcache.csv,0.73,0.44,0.57,355
jcae.csv,0.28,0.51,0.15,583
jchassis.csv,0.0,0.0,0.0,4
jcl.csv,0.47,0.43,0.39,347
jedit.csv,0.87,0.42,0.78,172
jfreereport.csv,0.24,0.52,0.13,585
jgameai.csv,0.32,0.33,0.4,102
jgnash.csv,0.61,0.43,0.45,400
jgossipforum.csv,0.36,0.46,0.24,496
jguard.csv,0.88,0.38,0.89,47
jhotdraw.csv,0.41,0.33,0.46,99
jicarilla.csv,0.02,0.09,0.04,31
jitterbit.csv,0.67,0.46,0.5,434
jlinalg.csv,0.64,0.38,0.64,126
jmol.csv,0.87,0.39,0.83,99
jmoney.csv,0.58,0.47,0.38,516
jmonkeyengine.csv,0.63,0.35,0.61,115
jmri.csv,0.48,0.45,0.33,476
jmule.csv,0.73,0.45,0.55,403
jnode.csv,0.11,0.34,0.1,288
joustsim.csv,0.77,0.41,0.67,212
jparsec.csv,0.8,0.42,0.68,240
jpaul.csv,0.06,0.22,0.03,173
jrdf.csv,0.31,0.44,0.24,429
jrefactory.csv,0.55,0.42,0.45,320
jruby.csv,0.31,0.43,0.24,412
jsecurity.csv,0.32,0.46,0.21,504
jsidplay2.csv,0.56,0.38,0.55,150
jsr308-langtools.csv,0.77,0.39,0.65,211
jstock.csv,0.47,0.5,0.29,559
jvcl.csv,0.21,0.6,0.08,615
jython.csv,0.28,0.39,0.3,244
k3d.csv,0.17,0.4,0.16,346
kaffeine.csv,0.82,0.43,0.65,306
kdenlive.csv,0.74,0.46,0.51,482
keyczar.csv,0.06,0.2,0.09,101
kftpgrabber.csv,0.33,0.49,0.2,547
kindb.csv,0.65,0.47,0.48,458
kmatplot.csv,0.4,0.44,0.29,445
kmess.csv,0.23,0.4,0.16,406
kml.csv,0.96,0.4,0.92,80
knowledge.csv,0.79,0.42,0.67,245
kolmafia.csv,0.8,0.42,0.67,251
konversation.csv,0.41,0.44,0.32,408
ktc.csv,0.45,0.52,0.25,594
kvs.csv,0.26,0.38,0.28,237
kwave.csv,0.73,0.41,0.63,230
l2j.csv,0.59,0.44,0.45,399
lamp.csv,0.65,0.43,0.5,368
lazarus-ccr.csv,0.67,0.36,0.73,45
lcfizvtop.csv,0.59,0.44,0.43,426
ldview.csv,0.91,0.39,0.87,83
les-indemodables.csv,0.55,0.46,0.37,492
levent.csv,0.55,0.44,0.38,459
libarchive.csv,0.81,0.43,0.66,290
libmesh.csv,0.18,0.31,0.22,154
libopenmetaverse.csv,0.98,0.39,0.96,51
liferea.csv,0.47,0.46,0.34,468
linux-ntfs.csv,0.64,0.41,0.55,256
linuxsh.csv,0.18,0.43,0.12,464
