,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.52,0.4,0.55,0.55,0.78,0.59,0.26,0.16,0.75,0.7,0.8,0.59,0.55,0.82,0.34
cornerstone.csv,0.06,0.26,0.6,0.04,0.77,0.72,0.22,0.09,0.57,0.7,0.3,0.26,0.74,0.74,0.0
esmf.csv,0.44,0.51,0.29,0.6,0.84,0.66,0.22,0.25,0.76,0.46,0.77,0.64,0.42,0.79,0.23
frogatto.csv,0.54,0.42,0.72,0.57,0.82,0.63,0.33,0.18,0.76,0.54,0.86,0.67,0.72,0.85,0.38
gretl.csv,0.48,0.35,0.75,0.56,0.76,0.65,0.2,0.19,0.79,0.59,0.74,0.62,0.69,0.8,0.41
kindb.csv,0.55,0.31,0.72,0.53,0.62,0.67,0.31,0.18,0.4,0.0,0.66,0.63,0.62,0.87,0.36
libtorrent.csv,0.47,0.4,0.58,0.61,0.85,0.65,0.2,0.18,0.88,0.42,0.85,0.63,0.69,0.83,0.31
mia.csv,0.45,0.24,0.09,0.43,0.33,0.46,0.11,0.31,0.54,0.34,0.69,0.36,0.0,0.78,0.22
open-beos.csv,0.44,0.45,0.65,0.63,0.67,0.49,0.19,0.19,0.87,0.45,0.71,0.55,0.63,0.82,0.25
pidgin.csv,0.29,0.29,0.55,0.5,0.78,0.57,0.17,0.15,0.57,0.29,0.5,0.62,0.59,0.38,0.18
quantlib.csv,0.51,0.33,0.76,0.57,0.84,0.4,0.2,0.12,0.91,0.0,0.84,0.31,0.0,0.81,0.42
riff-evolve.csv,0.41,0.44,0.68,0.52,0.72,0.63,0.4,0.25,0.46,0.33,0.6,0.7,0.68,0.63,0.19
tokratan.csv,0.44,0.4,0.38,0.47,0.79,0.48,0.39,0.16,0.65,0.4,0.68,0.67,0.46,0.78,0.17
upp-mirror.csv,0.4,0.4,0.74,0.38,0.62,0.44,0.13,0.19,0.51,0.29,0.72,0.48,0.53,0.71,0.47
wxcrp.csv,0.51,0.34,0.54,0.55,0.72,0.62,0.19,0.17,0.6,0.47,0.74,0.63,0.58,0.21,0.32
