,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,288.5,98.5,98.5,196.5,197.5,96.5,476.5,394.0,99.0,90.5,196.0,391.5,98.5,97.5,388.0
cornerstone.csv,94.5,99.0,98.5,78.5,98.5,98.5,367.0,96.5,98.5,182.0,93.5,279.5,98.5,89.5,0.0
esmf.csv,291.0,99.0,456.5,1943.5,395.0,99.0,664.5,96.5,98.5,95.5,93.5,197.5,97.5,97.5,290.5
frogatto.csv,387.5,99.0,98.5,591.5,296.5,96.5,667.5,394.0,98.5,95.5,192.0,197.5,98.5,97.5,388.0
gretl.csv,387.5,98.5,98.5,196.0,197.5,98.5,661.5,295.0,98.5,95.5,196.0,98.5,98.5,97.5,194.0
kindb.csv,387.5,98.5,98.5,591.0,93.5,99.0,377.0,394.0,96.5,0.0,189.0,197.5,94.5,97.5,291.5
libtorrent.csv,387.5,99.0,364.0,789.0,395.0,99.0,857.5,195.0,98.5,95.5,196.0,96.5,98.5,97.5,290.5
mia.csv,192.0,96.5,96.5,591.5,292.0,281.5,195.5,95.5,97.5,95.5,181.0,197.5,0.0,97.5,567.0
open-beos.csv,291.0,99.0,98.5,477.5,98.5,186.0,557.0,96.5,99.0,183.0,97.5,282.5,94.5,97.5,95.5
pidgin.csv,675.5,96.5,98.5,973.5,196.5,98.5,455.5,96.5,98.5,95.5,93.5,98.5,98.5,28.5,290.5
quantlib.csv,291.0,99.0,98.5,986.5,395.0,99.0,91.5,934.5,99.0,36.5,197.0,96.5,0.0,97.5,93.5
riff-evolve.csv,641.0,99.0,98.5,97.5,98.5,98.5,285.5,196.5,98.5,95.5,93.5,195.5,94.5,79.5,95.5
tokratan.csv,740.0,99.0,96.5,196.5,197.5,96.5,190.0,394.0,98.5,95.5,93.5,96.5,94.5,97.5,175.0
upp-mirror.csv,387.5,99.0,98.5,97.5,296.0,98.5,293.0,394.0,99.0,233.0,95.5,96.5,94.5,97.5,93.5
wxcrp.csv,284.5,98.5,98.5,888.0,395.0,99.0,475.5,394.0,99.0,95.5,98.5,197.5,192.0,50.5,388.0
