,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,99.0,97.5,837.5,97.5,22505.0,198.0
jlinalg.csv,99.0,99.0,1470.5,97.5,9722.0,393.5
knowledge.csv,99.0,99.0,1561.5,97.5,15373.5,98.5
massiv.csv,92.5,94.5,0.0,0.0,600.0,31.5
playerstage.csv,98.5,99.0,548.0,97.5,8321.5,296.0
ultimairis.csv,92.5,99.0,1028.0,97.5,17930.5,295.0
