,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.96,1.0,0.63,0.99,0.54,0.29,0.69,1.0,0.44,0.8,0.36,1.0,1.03,0.97,1.0
badtrinity-zero.csv,0.76,1.0,0.49,1.0,0.77,0.98,0.92,1.0,0.65,1.0,0.45,0.94,0.84,0.58,0.74
biodwh.csv,0.69,0.69,0.74,0.52,0.58,0.7,0.82,0.58,0.61,0.57,0.95,0.79,0.29,0.69,0.56
critterding.csv,0.66,0.46,0.87,0.69,0.88,0.92,0.9,0.72,0.45,0.45,0.7,0.54,0.84,0.66,0.86
elateportal.csv,0.76,0.72,0.64,0.65,0.51,0.48,0.83,0.61,0.88,1.01,0.05,0.8,0.81,0.49,0.75
enzo.csv,0.8,0.76,0.98,0.7,0.9,0.86,0.65,0.6,0.88,0.27,1.0,0.98,0.99,0.97,0.74
factor.csv,0.63,0.71,0.84,0.59,0.73,0.65,1.01,0.73,0.85,1.1,0.64,0.4,0.88,0.19,0.71
gusanos.csv,0.87,0.78,0.65,0.75,0.87,0.76,0.86,0.28,0.8,1.0,0.76,1.0,0.72,0.66,0.58
miranda.csv,1.0,1.0,0.59,1.0,0.5,0.63,1.0,1.0,0.88,1.0,0.51,1.0,0.84,0.99,0.48
modplug.csv,0.79,0.64,0.79,0.76,0.72,0.78,0.97,0.64,0.33,0.62,0.67,0.41,0.69,0.49,0.9
monetdb.csv,0.69,0.6,0.69,0.55,0.39,0.46,0.89,0.47,0.52,0.91,0.25,0.69,0.62,0.43,0.72
quarkplayer.csv,0.67,0.86,0.75,0.74,0.97,0.93,0.35,0.94,0.86,0.88,1.2,0.85,0.85,0.69,0.86
reactos-mirror.csv,0.47,0.57,0.59,0.47,0.49,0.64,0.56,0.78,0.51,0.56,0.67,1.0,0.62,1.13,1.0
sandiaportals.csv,0.61,0.62,0.6,0.6,0.53,0.4,0.87,0.46,0.44,0.63,0.95,0.25,0.78,0.36,0.71
xbplayer.csv,0.76,0.63,0.66,0.38,0.51,0.47,0.81,0.54,0.68,0.96,0.66,0.6,0.7,0.76,0.59
