,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.41,0.17,0.24,0.6,0.48,0.0,0.28,0.52,0.44,0.31,0.36,0.6
codepurge.csv,0.0,0.66,0.28,0.41,0.09,0.51,0.8,0.44,0.7,0.25,0.72,0.41,0.7
crisscross.csv,0.0,0.67,0.36,0.0,0.4,0.45,0.0,0.3,0.59,0.41,0.68,0.05,0.0
elvishrayrenderer.csv,0.0,0.22,0.38,0.13,0.09,0.32,0.0,0.24,0.74,0.17,0.1,0.37,0.73
gwanted.csv,0.1,0.56,0.47,0.13,0.13,0.43,0.71,0.54,0.35,0.67,0.43,0.52,0.4
jitterbit.csv,0.0,0.49,0.59,0.51,0.13,0.38,0.54,0.71,0.54,0.62,0.41,0.62,0.63
ldview.csv,0.6,0.52,0.53,0.13,0.55,0.76,0.13,0.5,0.57,0.36,0.15,0.16,0.37
libopenmetaverse.csv,0.0,0.23,0.17,0.63,0.0,0.52,0.7,0.24,0.17,0.0,0.44,0.17,0.44
mb-unit.csv,0.27,0.5,0.66,0.57,0.38,0.17,0.24,0.52,0.66,0.49,0.2,0.6,0.56
mvdsv.csv,0.27,0.0,0.09,0.2,0.19,0.34,0.99,0.18,0.04,0.13,0.0,0.1,0.11
nova.csv,0.84,0.6,0.51,0.53,0.57,0.39,0.0,0.45,0.55,0.51,0.47,0.51,0.53
olex2.csv,0.53,0.54,0.61,0.38,0.31,0.0,0.68,0.42,0.71,0.68,0.25,0.73,0.42
tolven.csv,0.6,0.17,0.4,0.46,0.09,0.34,0.88,0.37,0.76,0.4,0.37,0.65,0.57
