,recall,precision,pf,wins
amygdala.csv,0.62,0.5,0.425,3
ardour.csv,0.575,0.6,0.31,13
bacnet.csv,0.6,0.57,0.415,6
cortex-vfx.csv,0.46499999999999997,0.595,0.24,10
enzo.csv,0.835,0.495,0.685,2
growl-for-windows.csv,0.44,0.655,0.135,17
heekscad.csv,0.635,0.65,0.365,16
minig.csv,0.655,0.42000000000000004,0.87,0
multitude.csv,0.825,0.55,0.675,5
natpad.csv,0.705,0.6,0.45499999999999996,12
open-ms.csv,0.48,0.54,0.345,4
planeshift.csv,0.925,0.49,0.795,1
rocrail.csv,0.66,0.575,0.48,7
salasaga.csv,0.595,0.605,0.37,11
xcsoar.csv,0.555,0.645,0.28,15
xemeiah.csv,0.695,0.5700000000000001,0.46,8
xmoto.csv,0.515,0.5700000000000001,0.275,9
zxing.csv,0.51,0.665,0.29,14
