,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.7,0.95,0.2,1.0,0.98,0.4,0.56,0.82,1.0,0.12,0.24,0.83,0.0,0.88,0.74,0.68
elateportal.csv,0.62,0.71,0.33,0.9,0.98,0.37,0.37,0.75,0.35,0.2,0.25,1.0,0.76,0.94,0.64,0.71
gmerlin.csv,0.75,0.81,0.0,0.0,0.0,0.41,0.53,0.0,0.51,0.29,0.0,0.94,0.82,0.0,0.91,0.44
gretl.csv,0.64,0.86,0.38,0.91,0.97,0.46,0.34,0.77,0.31,0.21,0.21,0.71,0.83,0.98,0.63,0.49
illumination.csv,0.5,0.87,0.0,0.0,0.0,0.38,0.25,0.0,1.0,0.64,0.0,0.88,0.68,0.0,0.76,0.39
mpgravity.csv,0.63,0.82,0.64,0.92,0.91,0.4,0.42,0.77,0.34,0.19,0.28,0.88,0.77,1.0,0.66,0.48
nativeclient.csv,0.74,0.92,0.33,0.92,0.97,0.5,0.47,0.91,0.36,0.22,0.25,0.67,0.89,0.97,0.78,0.65
natpad.csv,0.63,0.71,0.5,0.86,0.95,0.4,0.36,0.82,0.3,0.23,0.26,0.83,0.76,0.95,0.59,0.58
ogre.csv,0.5,0.89,0.21,0.8,1.0,0.4,0.47,0.76,0.37,0.19,0.2,0.88,0.71,0.97,0.59,0.4
open-ms.csv,0.73,0.91,0.0,0.94,0.96,0.47,0.35,0.82,0.36,0.22,0.25,0.93,0.81,0.96,0.76,0.62
openmsx.csv,0.77,0.88,0.0,0.0,1.0,0.39,0.55,0.8,0.34,0.21,0.0,0.9,0.75,0.0,0.56,0.39
oppna-program-hsatools.csv,0.75,0.97,0.22,0.88,0.97,0.33,0.53,0.76,0.29,0.22,0.22,0.5,0.76,0.98,0.59,0.36
sandiaportals.csv,0.63,0.81,1.0,0.93,0.95,0.44,0.49,0.88,0.32,0.18,0.24,0.33,0.93,0.91,0.75,0.59
sauerbraten.csv,0.76,0.91,0.23,0.83,0.98,0.26,0.41,0.75,0.33,0.22,0.2,0.88,0.75,0.96,0.59,0.4
yarp.csv,0.8,0.84,0.33,0.0,1.0,0.48,0.78,0.95,1.0,0.2,0.22,0.0,0.0,0.0,0.73,0.0
zemljanka.csv,0.58,0.83,0.0,0.82,0.99,0.4,0.41,0.77,0.32,0.24,0.21,0.87,0.66,1.0,0.56,0.4
