,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,98.5,98.5,164.0,98.5,99.0,290.5,192.0,99.0,41.5,441.0,99.0,91.5,0.0,89.5,99.0,97.5
elateportal.csv,98.5,98.5,97.5,97.5,99.0,290.5,196.0,99.0,195.5,384.0,99.0,89.5,98.5,99.0,99.0,84.5
gmerlin.csv,98.5,98.5,2.5,0.0,0.0,290.5,196.0,0.0,195.0,725.5,0.0,186.0,98.5,0.0,97.5,97.5
gretl.csv,98.5,98.5,97.5,98.5,197.5,74.5,196.0,99.0,854.0,93.5,99.0,289.0,98.5,99.0,99.0,196.5
illumination.csv,71.5,98.5,0.0,0.0,0.0,290.5,80.0,0.0,68.5,289.0,0.0,383.5,98.5,0.0,97.5,196.5
mpgravity.csv,98.5,98.5,97.5,98.5,198.0,290.5,196.0,97.5,195.0,483.0,99.0,383.5,98.5,79.5,99.0,97.5
nativeclient.csv,98.5,98.5,97.5,98.5,97.5,74.5,95.5,97.5,195.0,192.5,99.0,91.5,98.5,97.5,99.0,97.5
natpad.csv,98.5,98.5,52.5,99.0,155.0,290.5,196.0,99.0,844.5,483.0,99.0,186.0,98.5,99.0,198.0,97.5
ogre.csv,132.0,98.5,97.5,97.5,99.0,62.5,97.5,99.0,294.0,386.5,99.0,383.5,98.5,97.5,99.0,97.5
open-ms.csv,98.5,98.5,0.0,97.5,198.0,226.5,95.5,99.0,195.5,93.5,492.0,184.0,93.5,94.5,97.5,97.5
openmsx.csv,93.5,98.5,116.0,0.0,88.5,290.5,191.0,99.0,195.5,385.5,150.0,287.0,98.5,0.0,99.0,97.5
oppna-program-hsatools.csv,65.5,98.5,97.5,98.5,197.5,286.0,94.5,99.0,294.0,93.5,99.0,289.0,98.5,99.0,99.0,97.5
sandiaportals.csv,98.5,98.5,73.5,98.5,91.5,290.5,288.5,95.5,657.5,385.5,99.0,27.0,98.5,99.0,99.0,97.5
sauerbraten.csv,98.5,98.5,97.5,99.0,198.0,510.0,196.0,99.0,294.0,483.0,99.0,383.5,98.5,99.0,99.0,196.5
yarp.csv,89.5,98.5,86.5,0.0,84.5,89.5,155.0,97.5,41.5,191.5,198.0,0.0,0.0,0.0,90.5,0.0
zemljanka.csv,98.5,98.5,268.5,99.0,94.5,559.0,196.0,99.0,443.5,483.0,99.0,383.5,98.5,99.0,99.0,196.5
