,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.52,0.65,0.51,0.58,0.4,0.72,0.58,0.36
arcallians.csv,0.58,0.64,0.63,0.77,0.45,0.43,0.58,0.42
arianne.csv,0.71,0.65,0.44,0.68,0.4,0.77,0.66,0.32
cortex-vfx.csv,0.53,0.56,0.52,0.63,0.39,0.19,0.51,0.47
mbse.csv,0.36,0.49,0.2,0.56,0.56,0.74,0.5,0.33
multitude.csv,0.66,0.64,0.47,0.51,0.41,0.7,0.7,0.38
phonon-vlc-mplayer.csv,0.49,0.61,0.7,0.69,0.41,0.54,0.54,0.37
qgis.csv,0.46,0.66,0.51,0.52,0.03,0.01,0.6,0.37
