,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.36,0.32,0.36,0.38,0.93,0.4,0.24,1.0
arcallians.csv,0.51,0.52,0.34,0.3,0.27,0.31,0.44,0.16
arianne.csv,0.26,0.92,0.87,1.0,1.0,1.0,0.9,0.94
cortex-vfx.csv,0.28,0.19,0.12,0.1,0.13,0.06,0.24,0.25
mbse.csv,0.4,0.41,0.6,0.75,0.27,0.53,0.22,0.72
multitude.csv,0.7,0.58,0.63,0.2,0.83,0.77,0.29,0.87
phonon-vlc-mplayer.csv,0.13,0.33,0.15,0.12,0.4,0.35,0.31,0.57
qgis.csv,0.33,0.26,0.54,0.25,0.0,0.0,0.58,0.7
