,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.63,0.48,0.48,0.59,0.93,0.51,0.56,1.0
arcallians.csv,0.64,0.59,0.35,0.36,0.55,0.74,0.62,0.61
arianne.csv,0.4,0.92,0.87,1.0,1.0,1.0,0.9,0.95
cortex-vfx.csv,0.61,0.57,0.55,0.51,0.67,0.89,0.63,0.48
mbse.csv,0.8,0.67,0.93,0.82,0.4,0.57,0.64,0.78
multitude.csv,0.71,0.63,0.65,0.62,0.84,0.8,0.43,0.87
phonon-vlc-mplayer.csv,0.65,0.52,0.28,0.43,0.59,0.65,0.61,0.65
qgis.csv,0.68,0.45,0.56,0.62,0.98,0.99,0.68,0.72
