,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.57,0.61,0.6,0.52,0.6,0.53,0.62,0.75,0.73,0.54,0.54,0.62,0.54,0.48,0.74
bibletime.csv,0.56,0.92,0.98,0.95,0.62,0.57,0.93,0.73,0.8,0.87,0.34,0.84,0.6,0.7,0.93
boost.csv,0.47,0.58,0.63,0.71,0.46,0.57,0.62,0.66,0.59,0.87,0.52,0.63,0.55,0.51,0.63
doomlegacy.csv,0.63,0.73,0.97,0.95,0.79,0.42,0.86,0.72,0.5,0.89,0.67,0.6,0.49,0.64,0.87
gpac.csv,0.62,1.0,0.44,1.0,1.0,1.0,1.0,0.92,0.84,0.96,1.0,0.62,1.0,1.0,1.0
kftpgrabber.csv,0.76,0.59,0.61,0.66,0.64,0.4,0.62,0.75,0.55,1.01,0.6,0.59,0.46,1.0,0.71
nativeclient.csv,0.44,0.6,0.63,0.66,0.6,0.41,0.52,0.68,0.46,0.74,0.49,0.65,0.54,0.4,0.43
netatalk.csv,0.62,0.53,0.73,0.65,0.65,0.71,0.44,0.73,0.66,0.82,0.64,0.72,0.62,0.74,0.6
open-ms.csv,0.49,0.81,0.95,0.8,0.74,0.44,0.59,0.84,0.61,0.55,0.65,0.59,0.62,0.69,0.82
openmsx.csv,0.73,0.88,0.88,0.91,0.62,0.92,0.77,0.56,0.81,0.75,0.84,0.78,0.79,0.91,0.75
rosegarden.csv,0.36,0.42,0.58,0.78,0.58,0.6,0.53,0.67,0.67,0.88,0.41,0.78,0.52,0.52,0.65
rsyslog.csv,0.49,0.46,0.9,0.93,0.66,0.59,0.61,0.72,0.72,0.95,0.42,0.66,0.71,0.44,0.45
sandiaportals.csv,0.64,0.6,0.9,0.76,0.63,0.79,0.61,0.66,0.77,0.53,0.49,0.64,0.57,0.25,0.6
xmoto.csv,0.51,0.56,0.7,0.92,0.84,0.48,0.92,0.7,0.71,1.01,0.56,0.55,0.39,1.0,0.77
xqilla.csv,0.69,0.96,0.78,0.75,0.95,0.78,0.76,0.91,0.73,0.06,0.85,0.79,0.86,0.91,0.87
