,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.75,0.46,0.01,0.4,0.44
elmo.csv,0.0,0.01,0.09,0.09,0.02
mscore.csv,0.09,0.63,0.28,0.34,0.0
tolven.csv,0.49,0.04,0.02,0.01,0.01
xbplayer.csv,0.03,0.0,0.01,0.03,0.02
