,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.27,0.37,0.15,0.27,0.18,0.41,0.31,0.29,0.14,0.27,0.18,0.24,0.31,0.34,0.26,0.22
customsagetv.csv,0.14,0.14,0.42,0.11,0.15,0.18,0.16,0.29,0.1,0.14,0.12,0.14,0.2,0.08,0.17,0.26
fluidium.csv,0.31,0.4,0.49,0.24,0.38,0.21,0.36,0.39,0.52,0.42,0.47,0.42,0.36,0.28,0.33,0.27
guineu.csv,0.25,0.39,0.47,0.37,0.38,0.42,0.35,0.39,0.33,0.41,0.42,0.4,0.26,0.46,0.27,0.27
inkscape.csv,0.29,0.23,0.21,0.27,0.14,0.41,0.23,0.35,0.48,0.28,0.13,0.26,0.36,0.18,0.29,0.3
mpqc.csv,0.3,0.4,0.49,0.4,0.38,0.43,0.36,0.41,0.54,0.42,0.37,0.22,0.36,0.42,0.33,0.3
nsis.csv,0.31,0.37,0.34,0.3,0.34,0.43,0.35,0.41,0.45,0.41,0.38,0.3,0.34,0.36,0.32,0.28
octave.csv,0.3,0.38,0.11,0.32,0.15,0.33,0.28,0.37,0.41,0.33,0.24,0.3,0.31,0.3,0.25,0.21
owfs.csv,0.29,0.39,0.49,0.24,0.29,0.36,0.29,0.31,0.45,0.4,0.46,0.4,0.31,0.38,0.32,0.22
owlib.csv,0.24,0.2,0.17,0.24,0.18,0.23,0.2,0.22,0.28,0.21,0.27,0.22,0.26,0.2,0.24,0.27
pamguard.csv,0.2,0.23,0.17,0.16,0.21,0.24,0.2,0.25,0.14,0.16,0.13,0.16,0.28,0.34,0.26,0.22
prelude.csv,0.29,0.39,0.26,0.35,0.33,0.34,0.29,0.37,0.36,0.36,0.25,0.32,0.32,0.26,0.29,0.29
robocode.csv,0.26,0.23,0.19,0.14,0.2,0.29,0.21,0.2,0.42,0.18,0.14,0.18,0.32,0.2,0.22,0.27
uwom-server.csv,0.21,0.19,0.49,0.16,0.18,0.23,0.19,0.24,0.28,0.22,0.15,0.18,0.23,0.18,0.18,0.21
zengine.csv,0.31,0.38,0.28,0.33,0.36,0.39,0.33,0.41,0.49,0.35,0.47,0.3,0.36,0.24,0.3,0.27
zildo.csv,0.21,0.21,0.09,0.21,0.13,0.2,0.17,0.16,0.1,0.16,0.11,0.1,0.19,0.12,0.2,0.24
