,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.45,0.49,0.62,0.53,0.74,0.55,0.0
encog-java.csv,0.69,0.13,0.04,0.3,0.29,0.26,0.04
h2database.csv,0.65,0.71,0.13,0.69,0.29,0.26,0.16
haphazard.csv,0.31,0.2,0.62,0.56,0.2,0.57,0.27
jaql.csv,0.76,0.7,0.41,0.67,0.46,0.41,0.21
raven-monitoring.csv,0.27,0.31,0.73,0.38,0.06,0.72,0.27
v8.csv,0.09,0.5,0.45,0.46,0.28,0.51,0.84
