,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.62,0.4,0.41,0.32,0.47,0.47,0.39,0.41,0.41,0.48,0.52,0.47,0.49
bdbbasic.csv,0.52,0.0,0.44,0.38,0.46,0.45,0.59,0.56,0.59,0.43,0.89,0.0,0.61
foursquared.csv,0.0,0.5,0.67,0.47,0.0,0.75,0.95,0.92,0.63,0.93,0.92,0.67,0.0
impala.csv,0.78,0.52,0.63,0.82,0.65,0.7,0.57,0.8,0.64,0.45,0.39,0.52,0.53
jicarilla.csv,0.79,0.67,0.94,0.75,0.0,0.92,0.92,0.0,0.99,0.71,0.67,0.0,0.92
ng4j.csv,0.63,0.52,0.42,0.32,0.65,0.48,0.46,0.63,0.45,0.46,0.48,0.55,0.69
open-data-kit.csv,0.72,0.44,0.39,0.33,0.4,0.47,0.38,0.43,0.44,0.38,0.47,0.46,0.52
pentahoanalysistool.csv,0.82,0.46,0.52,0.48,0.69,0.63,0.97,0.48,0.56,0.86,0.86,0.55,0.91
tradelink.csv,0.86,0.81,0.48,0.44,0.85,0.56,0.58,0.47,0.52,0.91,0.7,0.9,0.8
turbotrader-bos.csv,0.83,0.38,0.46,0.55,0.48,0.76,0.8,0.41,0.47,0.93,0.5,0.58,0.72
ultimairis.csv,0.67,0.37,0.38,0.29,0.55,0.46,0.48,0.39,0.41,0.68,0.44,0.4,0.55
wikipediardware.csv,0.52,0.35,0.4,0.32,0.37,0.38,0.35,0.33,0.41,0.39,0.33,0.43,0.42
yafdotnet.csv,0.61,0.32,0.43,0.3,0.57,0.41,0.45,0.38,0.41,0.37,0.46,0.75,0.49
