,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.43,0.18,0.15,0.25,0.14,0.31,0.43,0.1,1.0,0.41,0.04,0.39,0.67
aubit4gl.csv,0.56,0.29,0.25,0.56,0.31,0.2,0.7,0.11,0.0,0.55,0.22,0.54,1.0
bionote.csv,0.47,0.29,0.2,0.45,0.36,0.36,0.25,0.18,0.21,0.5,0.41,0.45,0.05
liferea.csv,0.33,0.24,0.04,0.52,0.2,0.43,0.44,0.25,0.17,0.57,0.0,0.33,0.34
opensim4opencog.csv,0.42,0.22,0.06,0.46,0.23,0.37,0.53,0.22,0.15,0.53,0.17,0.58,0.46
pclasses.csv,0.44,0.53,0.0,0.38,0.33,0.2,0.4,0.17,0.0,0.3,0.0,0.27,0.76
plearn.csv,0.38,0.31,0.08,0.44,0.19,0.0,1.0,0.13,0.4,0.59,0.15,0.26,0.0
psrchive.csv,0.4,0.18,0.45,0.5,0.48,0.25,0.59,0.12,0.38,0.53,0.18,0.3,1.0
re2c.csv,0.38,0.17,0.86,0.32,0.17,0.22,0.58,0.09,0.5,0.53,0.06,0.39,0.66
rebecca-aiml.csv,0.38,0.0,0.17,0.4,0.18,0.28,0.58,0.13,0.6,0.52,0.16,0.68,0.52
thrust.csv,0.34,0.1,0.14,0.36,0.16,0.15,0.64,0.1,0.43,0.47,0.15,0.27,0.32
tzod.csv,0.44,0.15,0.04,0.52,0.2,0.32,0.64,0.14,0.31,0.49,0.18,0.21,0.24
yaprm.csv,0.39,0.18,0.07,0.46,0.25,1.0,0.59,0.21,0.28,0.68,0.11,0.35,0.0
