,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,3.0,20.0,1.0,17.0,2.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,0.0
bscwweasel.csv,199.0,1.0,3.0,0.0,0.0,2.0,147.0,0.0,85.0,3.0,70.0,0.0,0.0
capcode.csv,199.0,7.0,2.0,17.0,65.0,0.0,0.0,5.0,0.0,6.0,2.0,7.0,3.0
emite.csv,1.0,20.0,19.0,14.0,12.0,6.0,1.0,8.0,5.0,6.0,0.0,4.0,0.0
geogebra.csv,0.0,4.0,20.0,49.0,13.0,0.0,0.0,6.0,1.0,13.0,3.0,0.0,0.0
hibernate.csv,2.0,17.0,10.0,43.0,4.0,6.0,0.0,23.0,1.0,0.0,2.0,7.0,5.0
lamp.csv,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,5.0,70.0,7.0,0.0
nodal.csv,1.0,5.0,6.0,15.0,3.0,3.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0
retromenu.csv,3.0,1.0,1.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0,70.0,0.0,0.0
smbopensoft.csv,0.0,27.0,5.0,16.0,1.0,9.0,1.0,2.0,2.0,17.0,1.0,23.0,6.0
stuproa-cims.csv,1.0,13.0,1.0,42.0,13.0,12.0,2.0,0.0,1.0,5.0,3.0,7.0,0.0
thout.csv,1.0,13.0,0.0,41.0,11.0,12.0,1.0,1.0,1.0,34.0,3.0,8.0,0.0
uface.csv,1.0,12.0,5.0,2.0,8.0,12.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
