,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.12,0.17,0.21,0.47,0.2,0.34,0.03,0.49,0.48,0.57,0.75,0.22,0.5
bscwweasel.csv,0.0,0.02,0.07,0.0,0.11,0.11,0.0,0.01,0.0,0.03,0.02,0.04,0.0
capcode.csv,0.0,0.06,0.1,0.24,0.02,0.0,0.0,0.25,0.16,0.04,0.08,0.14,0.09
emite.csv,0.01,0.47,0.37,0.39,0.44,0.45,0.21,0.26,0.25,0.3,0.0,0.19,0.06
geogebra.csv,0.0,0.05,0.62,0.85,0.8,0.77,0.08,0.98,0.54,0.83,0.82,0.0,0.89
hibernate.csv,0.07,0.16,0.37,0.65,0.4,0.42,0.08,0.24,0.38,0.0,0.32,0.3,0.15
lamp.csv,0.0,0.0,0.05,0.08,0.13,0.28,0.03,0.01,0.11,0.09,0.02,0.12,0.02
nodal.csv,0.01,0.15,0.15,0.19,0.24,0.28,0.05,0.08,0.0,0.14,0.12,0.13,0.04
retromenu.csv,0.07,0.05,0.05,0.08,0.02,0.2,0.05,0.01,0.16,0.08,0.02,0.09,0.02
smbopensoft.csv,0.03,0.39,0.24,0.15,0.44,0.42,0.51,0.61,0.37,0.29,0.12,0.36,0.24
stuproa-cims.csv,0.98,0.68,0.94,0.77,0.96,0.79,1.0,0.01,0.98,0.56,0.85,0.9,0.91
thout.csv,0.05,0.48,0.0,0.62,0.51,0.72,0.56,0.55,0.37,0.54,0.57,0.34,0.63
uface.csv,0.98,0.98,0.82,0.44,0.89,0.66,0.97,0.74,0.87,0.62,0.55,0.79,0.0
