,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.28,0.07,0.32,0.45,0.1,0.42,0.99,0.36,0.61,0.47,0.87,0.16,0.31
bscwweasel.csv,0.0,0.07,0.2,0.8,0.29,0.33,0.0,0.15,0.0,0.11,0.0,0.08,0.06
capcode.csv,0.0,0.14,0.14,0.35,0.0,0.92,0.02,0.25,0.35,0.06,0.19,0.24,0.18
emite.csv,0.01,0.64,0.64,0.55,0.81,0.58,0.28,0.38,0.43,0.47,0.94,0.51,0.34
geogebra.csv,0.04,0.14,0.52,0.75,0.38,0.58,0.09,0.85,0.61,0.76,0.61,0.93,0.74
hibernate.csv,0.23,0.07,0.45,0.8,0.71,0.25,0.06,0.33,0.3,0.96,0.23,0.52,0.28
lamp.csv,0.01,0.93,0.16,0.2,0.48,0.33,0.12,0.07,0.48,0.19,0.0,0.38,0.16
nodal.csv,0.02,0.36,0.32,0.2,0.43,0.25,0.07,0.13,0.96,0.24,0.23,0.4,0.16
retromenu.csv,0.28,0.21,0.27,0.15,1.0,0.33,0.1,0.09,0.26,0.22,0.0,0.49,0.05
smbopensoft.csv,0.96,0.5,0.55,0.2,0.9,0.58,0.64,0.49,0.43,0.41,0.39,0.55,0.35
stuproa-cims.csv,0.98,0.79,0.91,0.85,0.95,0.92,0.98,0.96,0.96,0.8,0.77,0.97,0.94
thout.csv,0.04,0.57,0.93,0.35,0.76,0.67,0.61,0.51,0.48,0.6,0.45,0.43,0.43
uface.csv,1.0,0.93,0.89,0.9,0.9,0.75,0.99,0.73,0.83,0.73,0.74,0.84,1.0
