,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.39,0.05,0.31,0.19,0.12,0.24,0.99,0.27,0.42,0.32,0.61,0.16,0.39
bscwweasel.csv,0.0,0.11,0.29,0.89,0.37,0.33,0.0,0.25,0.0,0.19,0.0,0.13,0.11
capcode.csv,0.0,0.17,0.18,0.23,0.0,0.96,0.04,0.26,0.39,0.11,0.3,0.27,0.29
emite.csv,0.02,0.22,0.44,0.26,0.59,0.27,0.42,0.37,0.41,0.42,0.97,0.47,0.5
geogebra.csv,0.08,0.18,0.29,0.19,0.25,0.19,0.16,0.38,0.39,0.4,0.46,0.96,0.68
hibernate.csv,0.36,0.06,0.34,0.25,0.56,0.13,0.12,0.33,0.26,0.97,0.27,0.41,0.41
lamp.csv,0.02,0.96,0.24,0.23,0.54,0.22,0.21,0.13,0.54,0.26,0.0,0.42,0.27
nodal.csv,0.04,0.26,0.35,0.16,0.44,0.17,0.13,0.19,0.98,0.3,0.33,0.43,0.27
retromenu.csv,0.41,0.25,0.38,0.18,0.98,0.27,0.18,0.16,0.31,0.31,0.0,0.54,0.09
smbopensoft.csv,0.96,0.2,0.46,0.18,0.63,0.29,0.7,0.31,0.36,0.38,0.5,0.39,0.48
stuproa-cims.csv,0.65,0.19,0.36,0.23,0.48,0.28,0.84,0.97,0.41,0.5,0.54,0.38,0.79
thout.csv,0.07,0.19,0.96,0.12,0.53,0.23,0.67,0.34,0.39,0.41,0.41,0.33,0.49
uface.csv,0.66,0.17,0.38,0.36,0.48,0.26,0.85,0.39,0.39,0.44,0.61,0.36,1.0
