,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.69,0.5,0.48,0.55,0.99,0.42,0.21,0.48
javagroups.csv,0.64,0.18,0.96,0.52,0.59,0.33,0.34,0.19
jrefactory.csv,0.43,0.19,0.55,0.98,0.69,0.34,0.46,0.32
logicmail.csv,1.0,0.42,0.52,0.55,0.71,0.41,0.0,0.5
nodal.csv,0.54,0.0,0.43,0.31,0.63,0.98,0.0,0.41
soar.csv,0.11,0.31,0.15,0.3,0.17,0.11,0.92,0.39
taverna.csv,0.36,0.96,0.42,0.55,0.56,0.16,0.38,0.41
web-cat.csv,0.06,0.15,0.27,0.4,0.25,0.08,0.56,0.91
