,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.64,0.62,0.56,0.52,0.99,0.61,0.16,0.54
javagroups.csv,0.58,0.18,0.93,0.44,0.52,0.34,0.27,0.19
jrefactory.csv,0.37,0.22,0.67,0.97,0.63,0.5,0.39,0.35
logicmail.csv,1.0,0.5,0.17,0.49,0.6,0.57,0.0,0.57
nodal.csv,0.44,0.0,0.44,0.26,0.56,1.0,0.0,0.41
soar.csv,0.07,0.34,0.13,0.24,0.13,0.11,0.9,0.41
taverna.csv,0.32,0.94,0.46,0.51,0.45,0.2,0.33,0.47
web-cat.csv,0.04,0.13,0.3,0.33,0.19,0.05,0.45,0.87
