,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.67,0.74,0.72,0.53,0.99,0.7,0.13,0.53
javagroups.csv,0.55,0.15,0.91,0.39,0.5,0.3,0.23,0.16
jrefactory.csv,0.33,0.19,0.81,0.96,0.64,0.52,0.35,0.32
logicmail.csv,1.0,0.67,0.98,0.57,0.74,0.78,0.0,0.68
nodal.csv,0.39,0.0,0.4,0.22,0.55,1.0,0.0,0.37
soar.csv,0.06,0.3,0.11,0.2,0.11,0.09,0.9,0.37
taverna.csv,0.3,0.93,0.43,0.55,0.53,0.17,0.29,0.47
web-cat.csv,0.03,0.11,0.26,0.29,0.16,0.04,0.65,0.84
