,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.71,0.38,0.35,0.57,0.99,0.3,0.5,0.43
javagroups.csv,0.78,0.22,1.0,0.77,0.71,0.35,0.7,0.23
jrefactory.csv,0.61,0.19,0.41,1.0,0.76,0.26,0.65,0.32
logicmail.csv,1.0,0.31,0.35,0.53,0.68,0.28,0.0,0.39
nodal.csv,0.87,0.0,0.45,0.58,0.74,0.96,0.0,0.47
soar.csv,0.67,0.33,0.24,0.62,0.5,0.13,0.93,0.41
taverna.csv,0.45,1.0,0.41,0.55,0.59,0.15,0.53,0.36
web-cat.csv,1.0,0.23,0.28,0.62,0.53,0.5,0.5,1.0
