,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.77,0.03,1.0,0.01,0.68,0.37,0.5,0.38,0.22,0.55,0.5,0.04,1.0
avifile.csv,0.65,0.31,1.0,0.0,0.71,0.36,0.33,0.28,0.19,0.62,0.31,0.11,0.82
baadengine.csv,0.93,0.06,0.95,0.01,0.73,0.28,0.31,0.27,0.18,0.48,0.29,0.12,0.81
gdis.csv,0.82,0.04,0.97,0.0,0.62,0.36,0.36,0.24,0.19,0.39,0.35,0.1,0.98
gogoego.csv,0.81,0.0,0.96,0.03,0.67,0.27,0.48,0.38,0.17,0.41,0.35,0.11,0.91
impala.csv,0.6,0.09,1.0,0.03,0.57,0.29,0.3,0.22,0.16,0.12,0.25,0.23,0.88
jgameai.csv,0.5,0.0,1.0,0.0,0.6,0.39,0.12,0.19,0.12,0.44,0.6,0.0,0.69
jhotdraw.csv,0.75,0.08,0.98,0.02,0.57,0.31,0.0,0.24,0.45,0.31,0.42,0.09,0.84
patterntesting.csv,0.75,0.07,0.98,0.01,0.6,0.3,0.31,0.24,0.19,0.73,0.29,0.11,0.81
pokeglobal.csv,0.74,0.04,0.98,0.03,0.78,0.26,0.34,0.27,0.19,0.39,0.25,0.14,0.83
werx.csv,0.75,0.08,1.0,0.01,0.59,0.3,0.31,0.23,0.18,0.38,0.28,0.12,0.81
zealos.csv,0.87,0.08,0.99,0.0,0.89,0.38,0.51,0.26,0.22,0.48,0.29,0.08,0.9
