,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.57,0.48,0.86,0.46,0.52,0.58,0.64,0.77,0.97,0.5,0.57,0.78,0.9
avifile.csv,0.99,0.94,0.91,0.77,0.86,0.8,0.83,0.67,0.53,0.54,0.65,0.67,0.38
baadengine.csv,0.49,0.37,0.52,0.37,0.43,0.47,0.54,0.36,0.36,0.35,0.35,0.33,0.36
gdis.csv,0.53,0.8,0.51,0.56,0.47,0.79,0.54,0.46,0.5,0.44,0.69,0.54,0.38
gogoego.csv,0.7,0.44,0.62,0.59,0.47,0.53,0.48,0.67,0.45,0.38,0.34,0.42,0.3
impala.csv,0.98,0.5,0.97,0.61,0.5,0.53,0.73,0.52,0.56,0.94,0.88,0.83,0.88
jgameai.csv,0.97,0.8,0.86,0.75,0.9,0.76,0.96,0.97,0.98,0.89,0.8,0.88,0.83
jhotdraw.csv,0.48,0.48,0.38,0.55,0.43,0.61,0.0,0.39,0.79,0.62,0.58,0.66,0.57
patterntesting.csv,0.41,0.37,0.36,0.41,0.4,0.49,0.55,0.35,0.36,0.54,0.34,0.34,0.38
pokeglobal.csv,0.41,0.34,0.36,0.66,0.46,0.5,0.53,0.59,0.38,0.45,0.38,0.39,0.83
werx.csv,0.42,0.41,0.37,0.41,0.41,0.49,0.54,0.38,0.36,0.43,0.36,0.33,0.36
zealos.csv,0.63,0.62,0.43,0.66,0.89,0.77,0.66,0.59,0.5,0.39,0.4,0.98,0.36
