,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.26,0.27,0.31,1.0,0.25,0.03,0.71,0.03,0.32,0.24,0.48,0.49,0.55,0.89,0.66
aufs.csv,0.28,0.31,0.32,0.69,0.41,0.07,0.73,0.05,1.0,0.21,0.62,0.57,0.5,0.89,0.65
bulmages.csv,0.5,0.24,0.25,0.75,0.22,0.04,0.5,0.06,1.0,1.0,0.72,0.33,0.72,0.87,0.5
coot.csv,0.27,0.26,0.22,0.64,0.33,0.05,0.81,0.03,0.26,0.26,0.65,0.42,0.97,0.92,0.77
emono.csv,0.27,0.24,0.25,0.76,0.18,0.03,0.79,0.03,0.29,0.19,0.53,0.46,0.56,0.87,1.0
extprosys.csv,0.25,0.96,0.34,0.71,0.17,0.04,0.71,0.03,0.3,0.15,0.51,0.48,0.53,0.88,0.7
freelords.csv,0.26,0.29,0.41,0.74,0.2,0.03,1.0,0.04,0.35,0.23,0.57,0.4,0.53,0.88,0.68
jnode.csv,0.18,0.14,0.4,0.5,1.0,1.0,0.4,0.11,0.0,0.57,0.0,0.5,0.62,0.8,0.6
jruby.csv,0.25,0.25,0.31,0.67,0.24,0.05,0.82,0.03,0.38,0.0,0.27,0.48,0.41,1.0,0.63
jsecurity.csv,0.29,0.4,0.44,0.5,1.0,0.07,0.67,0.06,0.42,0.25,0.62,0.57,0.57,0.9,0.64
matrex.csv,0.28,0.33,0.36,0.6,0.25,0.08,0.91,0.08,0.64,0.0,0.99,0.52,1.0,1.0,0.67
officefloor.csv,0.0,0.0,0.5,0.78,0.33,0.07,1.0,0.89,0.41,0.27,0.38,0.44,0.0,0.85,0.67
projectfactory.csv,0.21,0.34,0.33,0.83,0.24,0.03,0.8,0.03,0.38,0.26,0.51,1.0,0.38,0.85,0.73
taverna.csv,0.39,0.38,1.0,0.83,0.29,0.03,0.72,0.02,0.0,0.35,0.58,0.54,0.55,1.0,0.54
vxl.csv,1.0,0.12,0.39,0.69,0.0,0.02,0.68,0.05,0.27,0.12,0.29,0.45,0.45,0.87,0.49
