,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.45,0.6,0.47,0.43,0.47,0.45,0.47,0.43,0.51,0.49,0.43,0.51,0.46,0.53,0.49
aufs.csv,0.5,0.96,0.64,0.44,0.73,0.53,0.82,0.49,0.67,0.9,0.52,0.79,0.92,0.57,0.81
bulmages.csv,0.92,0.9,0.92,0.38,0.97,0.99,0.95,0.99,0.75,0.89,0.72,0.83,0.48,0.93,0.88
coot.csv,0.83,0.83,0.83,0.4,0.96,0.69,0.81,0.9,0.78,0.7,0.51,0.92,0.49,0.71,0.61
emono.csv,0.56,0.63,0.68,0.51,0.55,0.47,0.61,0.54,0.56,0.56,0.4,0.49,0.67,0.66,0.53
extprosys.csv,0.48,0.76,0.4,0.42,0.53,0.49,0.42,0.56,0.66,0.59,0.43,0.47,0.53,0.52,0.64
freelords.csv,0.44,0.5,0.39,0.47,0.51,0.42,0.43,0.43,0.46,0.44,0.36,0.51,0.45,0.46,0.49
jnode.csv,0.88,0.86,0.8,0.83,0.5,0.93,0.8,0.97,0.0,0.86,0.0,0.93,0.46,0.93,0.8
jruby.csv,0.48,0.96,0.58,0.89,0.53,0.48,0.58,0.45,0.39,0.89,0.9,0.45,0.94,0.49,0.47
jsecurity.csv,0.51,0.61,0.72,0.83,0.86,0.59,0.85,0.56,0.42,0.4,0.57,0.79,0.48,0.55,0.49
matrex.csv,0.54,0.93,0.91,0.67,0.94,0.69,0.91,0.99,0.59,0.0,0.44,0.7,0.5,0.95,0.83
officefloor.csv,0.5,0.5,0.83,0.49,0.67,0.96,0.75,0.97,0.66,0.91,0.57,0.47,0.0,0.59,0.67
projectfactory.csv,0.6,0.7,0.43,0.72,0.48,0.45,0.44,0.59,0.43,0.57,0.53,0.62,0.71,0.95,0.56
taverna.csv,0.96,0.94,0.76,0.83,0.93,0.83,0.84,1.0,0.0,0.94,0.74,0.57,0.95,0.8,0.92
vxl.csv,0.91,0.88,0.61,0.34,0.89,0.98,0.59,0.99,0.61,0.97,0.97,0.66,0.61,0.79,0.76
