,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.9,0.79,0.81,0.05,0.57,0.84,0.87,0.64,0.96,0.7,0.79,0.72,0.79,0.7,0.85
aufs.csv,0.66,0.86,0.76,0.75,0.58,0.49,0.83,0.45,0.11,0.77,0.55,0.81,0.87,0.77,0.79
bulmages.csv,0.84,0.84,0.9,0.64,0.83,0.83,0.94,0.72,0.89,0.14,0.63,0.95,0.52,0.9,0.95
coot.csv,0.81,0.85,0.89,0.81,0.8,0.64,0.76,0.81,0.86,0.75,0.52,0.89,0.06,0.59,0.72
emono.csv,0.7,0.82,0.85,0.62,0.84,0.91,0.61,0.7,0.9,0.81,0.76,0.81,0.66,0.72,0.01
extprosys.csv,0.88,0.1,0.96,0.77,0.91,0.79,1.01,0.69,0.77,0.89,0.78,0.78,0.75,0.73,0.65
freelords.csv,0.88,0.91,0.72,0.66,0.83,0.83,0.0,0.76,0.85,0.85,0.64,0.83,0.95,0.8,0.77
jnode.csv,0.86,0.98,0.93,0.95,0.95,0.06,0.98,0.9,1.0,0.81,1.0,0.84,0.66,0.92,0.96
jruby.csv,0.72,0.9,0.78,0.88,0.6,0.64,0.6,0.68,0.61,1.01,0.94,0.82,0.87,0.02,0.86
jsecurity.csv,0.62,0.6,0.73,0.95,0.1,0.45,0.84,0.5,0.54,0.61,0.65,0.81,0.64,0.64,0.75
matrex.csv,0.71,0.91,0.86,0.86,0.9,0.6,0.87,0.69,0.63,1.0,0.03,0.74,0.95,0.84,0.95
officefloor.csv,1.0,1.0,0.89,0.57,0.97,0.88,0.95,0.16,0.69,0.86,0.92,0.9,1.0,0.88,0.98
projectfactory.csv,0.8,0.65,0.71,0.68,0.6,0.88,0.59,0.75,0.6,0.61,0.68,0.05,0.88,0.88,0.62
taverna.csv,0.77,0.79,0.07,0.89,0.9,0.81,0.78,0.9,1.0,0.73,0.7,0.63,0.75,0.96,0.88
vxl.csv,0.14,0.98,0.64,1.0,1.0,0.95,0.86,0.8,0.89,0.89,0.92,0.75,0.86,0.78,0.94
