,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.35,0.53,0.5,0.96,0.68,0.48,0.45,0.64,0.17,0.62,0.53,0.58,0.56,0.63,0.47
aufs.csv,0.61,0.18,0.37,0.49,0.49,0.67,0.24,0.72,0.91,0.33,0.58,0.25,0.18,0.3,0.29
bulmages.csv,0.19,0.22,0.13,0.55,0.21,0.22,0.15,0.33,0.13,0.88,0.43,0.06,0.56,0.12,0.06
coot.csv,0.26,0.2,0.18,0.38,0.25,0.52,0.31,0.25,0.19,0.33,0.6,0.16,0.95,0.52,0.34
emono.csv,0.6,0.49,0.38,0.61,0.49,0.41,0.59,0.48,0.4,0.51,0.59,0.52,0.51,0.57,0.99
extprosys.csv,0.41,0.92,0.17,0.55,0.37,0.54,0.0,0.59,0.53,0.43,0.55,0.55,0.56,0.59,0.51
freelords.csv,0.4,0.33,0.65,0.55,0.48,0.46,1.0,0.6,0.47,0.46,0.67,0.44,0.21,0.53,0.57
jnode.csv,0.22,0.02,0.09,0.09,0.06,0.95,0.04,0.13,0.0,0.23,0.0,0.21,0.44,0.12,0.05
jruby.csv,0.57,0.13,0.34,0.17,0.58,0.62,0.5,0.64,0.61,0.0,0.13,0.51,0.21,0.98,0.46
jsecurity.csv,0.59,0.51,0.34,0.09,0.92,0.75,0.27,0.61,0.66,0.62,0.44,0.25,0.59,0.47,0.51
matrex.csv,0.39,0.11,0.18,0.23,0.12,0.48,0.16,0.37,0.43,0.0,0.97,0.35,0.06,0.19,0.06
officefloor.csv,0.0,0.0,0.13,0.67,0.04,0.15,0.06,0.87,0.39,0.17,0.4,0.4,0.0,0.43,0.02
projectfactory.csv,0.49,0.48,0.51,0.39,0.57,0.44,0.59,0.54,0.6,0.54,0.51,0.96,0.34,0.16,0.51
taverna.csv,0.28,0.27,0.94,0.13,0.12,0.29,0.33,0.16,0.0,0.33,0.38,0.51,0.34,0.05,0.19
vxl.csv,0.88,0.02,0.62,0.0,0.0,0.07,0.45,0.25,0.44,0.22,0.14,0.45,0.46,0.31,0.34
