,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.41,0.38,0.41,0.98,0.38,0.06,0.72,0.07,0.48,0.37,0.55,0.57,0.69,0.86,0.74
aufs.csv,0.39,0.2,0.33,0.58,0.43,0.12,0.32,0.1,0.94,0.24,0.59,0.3,0.23,0.4,0.36
bulmages.csv,0.24,0.21,0.15,0.63,0.2,0.07,0.2,0.1,0.2,0.92,0.5,0.09,0.61,0.18,0.09
coot.csv,0.24,0.2,0.18,0.46,0.25,0.09,0.4,0.06,0.2,0.27,0.61,0.2,0.96,0.63,0.43
emono.csv,0.39,0.34,0.3,0.69,0.29,0.06,0.69,0.05,0.42,0.3,0.66,0.55,0.53,0.75,0.99
extprosys.csv,0.39,0.93,0.5,0.72,0.28,0.08,0.78,0.06,0.41,0.24,0.62,0.59,0.61,0.81,0.57
freelords.csv,0.42,0.45,0.57,0.64,0.33,0.06,1.0,0.07,0.52,0.37,0.67,0.43,0.7,0.88,0.76
jnode.csv,0.18,0.03,0.12,0.12,0.1,0.97,0.05,0.11,0.0,0.29,0.0,0.26,0.48,0.17,0.07
jruby.csv,0.36,0.16,0.3,0.23,0.34,0.09,0.6,0.07,0.48,0.0,0.16,0.6,0.25,0.99,0.67
jsecurity.csv,0.4,0.43,0.36,0.12,0.95,0.14,0.34,0.11,0.53,0.37,0.48,0.3,0.6,0.6,0.59
matrex.csv,0.31,0.15,0.21,0.31,0.15,0.13,0.22,0.13,0.47,0.0,0.98,0.39,0.1,0.27,0.09
officefloor.csv,0.0,0.0,0.18,0.75,0.05,0.09,0.1,0.86,0.38,0.19,0.42,0.55,0.0,0.79,0.05
projectfactory.csv,0.31,0.39,0.41,0.48,0.34,0.06,0.68,0.05,0.47,0.35,0.51,0.97,0.35,0.23,0.58
taverna.csv,0.3,0.28,0.96,0.2,0.15,0.06,0.41,0.03,0.0,0.32,0.43,0.51,0.39,0.08,0.25
vxl.csv,0.93,0.03,0.5,0.8,0.0,0.03,0.62,0.08,0.38,0.15,0.17,0.44,0.49,0.41,0.4
