,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.97,0.66,0.63,0.95,0.77,0.62,0.72,0.76,0.97,0.81,0.66,0.69,0.9,0.83,0.85
aufs.csv,0.68,0.15,0.33,0.5,0.44,0.69,0.2,0.74,0.89,0.29,0.56,0.21,0.15,0.26,0.25
bulmages.csv,0.16,0.19,0.11,0.55,0.18,0.19,0.13,0.29,0.11,0.86,0.38,0.05,0.52,0.1,0.05
coot.csv,0.22,0.17,0.15,0.36,0.21,0.5,0.27,0.21,0.16,0.29,0.58,0.13,0.95,0.48,0.3
emono.csv,0.73,0.57,0.37,0.64,0.77,0.62,0.61,0.47,0.76,0.67,0.88,0.69,0.5,0.66,0.99
extprosys.csv,0.89,0.91,0.96,0.73,0.77,0.81,0.87,0.68,0.65,0.52,0.81,0.77,0.72,0.75,0.49
freelords.csv,0.97,0.96,0.96,0.57,0.9,0.5,1.0,0.97,1.0,0.95,0.82,0.46,1.0,0.87,0.86
jnode.csv,0.19,0.02,0.07,0.07,0.05,0.94,0.03,0.11,0.0,0.19,0.0,0.18,0.4,0.1,0.04
jruby.csv,0.65,0.11,0.3,0.14,0.59,0.69,0.47,0.82,0.65,0.0,0.11,0.79,0.18,0.98,0.71
jsecurity.csv,0.62,0.47,0.3,0.07,0.9,0.81,0.23,0.58,0.7,0.67,0.4,0.21,0.62,0.44,0.55
matrex.csv,0.35,0.09,0.15,0.2,0.1,0.44,0.13,0.32,0.38,0.0,0.97,0.31,0.05,0.16,0.05
officefloor.csv,0.0,0.0,0.11,0.73,0.03,0.12,0.05,0.84,0.35,0.14,0.47,0.74,0.0,0.74,0.02
projectfactory.csv,0.54,0.45,0.52,0.34,0.56,0.56,0.59,0.61,0.62,0.52,0.51,0.95,0.32,0.13,0.48
taverna.csv,0.24,0.23,0.93,0.11,0.1,0.25,0.29,0.13,0.0,0.29,0.34,0.49,0.3,0.04,0.16
vxl.csv,0.86,0.02,0.7,0.93,0.0,0.06,0.57,0.21,0.65,0.19,0.12,0.44,0.55,0.27,0.34
