,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.9,0.71,0.72,0.0,0.53,0.75,0.82,0.6,0.96,0.68,0.71,0.65,0.78,0.68,0.83
aufs.csv,0.57,0.13,0.36,0.56,0.14,0.38,0.21,0.36,0.0,0.29,0.33,0.14,0.16,0.21,0.26
bulmages.csv,0.05,0.23,0.17,0.44,0.15,0.17,0.36,0.12,0.0,0.0,0.15,0.09,0.22,0.11,0.1
coot.csv,0.19,0.19,0.26,0.5,0.09,0.4,0.18,0.17,0.21,0.21,0.31,0.16,0.03,0.26,0.17
emono.csv,0.65,0.69,0.57,0.5,0.8,0.83,0.46,0.46,0.86,0.74,0.75,0.74,0.43,0.63,0.0
extprosys.csv,0.87,0.01,0.96,0.72,0.88,0.77,1.0,0.62,0.69,0.75,0.76,0.74,0.7,0.68,0.4
freelords.csv,0.88,0.91,0.72,0.5,0.83,0.66,0.0,0.76,0.85,0.85,0.61,0.63,0.95,0.79,0.76
jnode.csv,0.29,0.04,0.06,0.17,0.0,0.0,0.11,0.03,0.0,0.04,0.0,0.16,0.27,0.16,0.05
jruby.csv,0.62,0.13,0.34,0.17,0.44,0.56,0.29,0.66,0.5,0.11,0.29,0.79,0.27,0.0,0.81
jsecurity.csv,0.49,0.28,0.19,0.17,0.0,0.41,0.32,0.26,0.45,0.51,0.24,0.14,0.51,0.32,0.6
matrex.csv,0.29,0.07,0.13,0.33,0.07,0.21,0.04,0.1,0.1,0.0,0.01,0.26,0.0,0.0,0.05
officefloor.csv,0.02,0.01,0.06,0.5,0.01,0.07,0.0,0.0,0.24,0.1,0.75,0.86,0.0,0.84,0.02
projectfactory.csv,0.65,0.35,0.53,0.17,0.41,0.76,0.43,0.63,0.46,0.39,0.47,0.0,0.57,0.16,0.33
taverna.csv,0.12,0.15,0.0,0.06,0.06,0.29,0.32,0.23,0.0,0.14,0.24,0.37,0.27,0.0,0.26
vxl.csv,0.0,0.05,0.57,1.0,0.05,0.15,0.75,0.11,0.81,0.36,0.29,0.49,0.73,0.26,0.67
