,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.48,0.79,0.99,0.5,0.0,0.0,0.6,0.67,0.26
flylegacy.csv,0.5,0.81,0.95,0.17,0.64,0.39,0.2,0.79,0.32,0.48
jguard.csv,0.33,0.5,0.76,0.17,0.68,1.0,0.19,0.76,0.37,0.38
m-a-d-n-e-s-s.csv,0.56,0.75,0.83,0.23,0.69,0.33,0.12,0.8,0.93,0.43
mob-sen-plat.csv,0.27,1.0,0.64,0.1,0.31,0.32,0.23,0.79,0.14,0.46
raygina.csv,1.0,0.2,0.76,0.21,0.65,0.19,0.18,0.88,0.61,0.41
st-filteredstatistics.csv,0.42,0.68,0.72,0.17,0.65,0.36,0.22,1.0,0.3,0.39
upp-mirror.csv,0.5,0.75,0.81,0.25,0.98,0.41,0.23,1.0,0.52,0.39
wishmaster.csv,0.3,0.57,0.7,0.18,0.53,0.21,1.0,0.0,0.44,0.6
yarp.csv,0.31,0.8,0.8,0.16,0.79,0.39,0.15,0.9,0.29,1.0
