,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.63,0.89,0.99,0.9,0.5,0.0,0.8,0.83,0.87
flylegacy.csv,0.36,0.42,0.36,0.37,0.32,0.45,0.38,0.38,0.68,0.48
jguard.csv,0.51,0.68,0.44,0.48,0.51,0.71,0.51,0.56,0.45,0.57
m-a-d-n-e-s-s.csv,0.89,0.88,0.44,0.73,0.92,0.87,0.88,0.8,0.59,0.86
mob-sen-plat.csv,0.65,0.36,0.67,0.67,0.96,0.61,0.68,0.46,0.9,0.62
raygina.csv,0.61,0.8,0.52,0.62,0.68,0.67,0.56,0.62,0.83,0.59
st-filteredstatistics.csv,0.35,0.5,0.36,0.37,0.39,0.36,0.38,0.33,0.51,0.49
upp-mirror.csv,0.46,0.88,0.35,0.53,0.45,0.76,0.46,0.59,0.65,0.74
wishmaster.csv,0.9,0.65,0.87,0.73,0.94,0.83,0.92,0.5,0.89,0.8
yarp.csv,0.88,0.73,0.68,0.91,0.96,0.79,0.95,0.9,0.69,0.67
