,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.43,0.37,0.98,0.14,0.0,0.0,0.14,0.26,0.25
flylegacy.csv,0.63,0.71,0.98,0.28,0.68,0.41,0.32,0.68,0.27,0.5
jguard.csv,0.41,0.4,0.7,0.26,0.65,0.97,0.28,0.59,0.52,0.5
m-a-d-n-e-s-s.csv,0.29,0.29,0.65,0.27,0.23,0.22,0.09,0.33,0.96,0.19
mob-sen-plat.csv,0.27,1.0,0.51,0.14,0.18,0.38,0.28,0.66,0.13,0.45
raygina.csv,0.96,0.05,0.61,0.28,0.42,0.16,0.26,0.51,0.51,0.46
st-filteredstatistics.csv,0.57,0.62,0.76,0.28,0.73,0.43,0.36,1.0,0.39,0.54
upp-mirror.csv,0.51,0.29,0.7,0.35,0.98,0.3,0.3,0.61,0.5,0.37
wishmaster.csv,0.17,0.46,0.37,0.26,0.22,0.2,0.92,0.0,0.24,0.2
yarp.csv,0.24,0.5,0.45,0.2,0.43,0.44,0.18,0.37,0.33,0.98
