,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,1.0,0.93,0.78,0.03,0.93,1.0,1.0,0.94,0.84,0.88
flylegacy.csv,0.51,0.44,0.14,0.69,0.71,0.67,0.75,0.62,0.79,0.61
jguard.csv,0.81,0.86,0.69,0.67,0.6,0.07,0.72,0.69,0.64,0.81
m-a-d-n-e-s-s.csv,0.81,0.82,0.56,0.71,0.86,0.85,0.94,0.81,0.03,0.89
mob-sen-plat.csv,0.84,0.0,0.89,0.85,0.98,0.76,0.7,0.63,0.93,0.66
raygina.csv,0.08,0.99,0.67,0.64,0.74,0.92,0.72,0.66,0.57,0.69
st-filteredstatistics.csv,0.71,0.62,0.89,0.71,0.73,0.68,0.82,0.0,0.7,0.93
upp-mirror.csv,0.57,0.82,0.56,0.52,0.03,0.79,0.66,0.56,0.55,0.74
wishmaster.csv,0.89,0.79,0.81,0.67,0.88,0.9,0.14,1.01,0.84,0.88
yarp.csv,0.84,0.65,0.72,0.77,0.71,0.65,0.83,0.77,0.73,0.04
