,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.37,0.28,0.98,0.1,0.0,0.0,0.1,0.19,0.27
flylegacy.csv,0.74,0.66,0.97,0.62,0.59,0.46,0.58,0.58,0.28,0.54
jguard.csv,0.49,0.35,0.58,0.57,0.6,0.94,0.54,0.5,0.69,0.51
m-a-d-n-e-s-s.csv,0.24,0.21,0.56,0.35,0.17,0.2,0.09,0.25,0.99,0.15
mob-sen-plat.csv,0.31,1.0,0.4,0.26,0.14,0.47,0.4,0.56,0.14,0.47
raygina.csv,0.93,0.04,0.52,0.47,0.35,0.16,0.5,0.41,0.49,0.52
st-filteredstatistics.csv,0.63,0.57,0.41,0.61,0.6,0.52,0.52,1.0,0.53,0.29
upp-mirror.csv,0.55,0.21,0.61,0.61,0.98,0.27,0.46,0.5,0.52,0.39
wishmaster.csv,0.14,0.41,0.29,0.46,0.17,0.23,0.88,0.0,0.19,0.15
yarp.csv,0.23,0.41,0.36,0.31,0.35,0.52,0.24,0.27,0.43,0.97
