,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.02,0.7,0.18,0.0,0.12,0.04,0.02,0.15,0.03,0.45
flylegacy.csv,0.49,0.25,0.14,0.65,0.66,0.36,0.72,0.46,0.22,0.37
jguard.csv,0.67,0.55,0.59,0.54,0.46,0.0,0.57,0.46,0.63,0.76
m-a-d-n-e-s-s.csv,0.09,0.1,0.32,0.18,0.1,0.18,0.11,0.15,0.03,0.11
mob-sen-plat.csv,0.44,0.0,0.68,0.36,0.44,0.54,0.28,0.46,0.3,0.34
raygina.csv,0.0,0.2,0.45,0.3,0.27,0.3,0.52,0.15,0.12,0.5
st-filteredstatistics.csv,0.7,0.45,0.86,0.67,0.71,0.5,0.82,0.0,0.55,0.92
upp-mirror.csv,0.3,0.1,0.41,0.33,0.02,0.18,0.33,0.0,0.18,0.37
wishmaster.csv,0.16,0.5,0.32,0.35,0.2,0.41,0.0,0.15,0.08,0.05
yarp.csv,0.26,0.15,0.23,0.25,0.12,0.41,0.28,0.08,0.42,0.0
