,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.26,0.03,0.02,0.33,0.18,0.48,0.0
gstreamer.csv,0.43,0.25,0.36,0.22,0.21,0.01,0.22
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-qmc.csv,0.22,0.16,0.29,0.18,0.0,0.07,0.78
quarkplusplus.csv,0.25,0.0,0.35,0.15,0.07,0.2,0.78
xapian.csv,0.36,0.34,0.38,0.0,0.2,0.32,0.22
zemljanka.csv,0.99,1.0,0.99,1.0,1.0,0.99,0.11
