,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.41,0.6,0.39,0.45,0.48,0.46,0.47,0.39,0.54,0.42,0.31,0.5,0.41,0.37,0.33,0.39
calcubetimer.csv,0.55,0.41,0.75,0.44,0.41,0.42,0.86,0.35,0.44,0.44,0.3,0.34,0.48,0.94,0.56,0.54
chaosrts.csv,0.41,0.59,0.5,0.57,0.93,0.72,0.41,0.43,0.56,0.46,0.56,0.44,0.53,0.43,0.67,0.48
dxengine.csv,0.96,0.78,0.53,0.38,0.51,0.64,0.7,0.53,0.5,0.92,0.0,0.7,0.5,0.45,0.49,0.96
freedom-erp.csv,0.42,0.67,0.43,0.67,0.59,0.89,0.86,0.52,0.67,0.42,0.36,0.67,0.37,0.0,0.41,0.4
joustsim.csv,0.4,0.48,0.41,0.43,0.78,0.42,0.76,0.65,0.49,0.52,0.96,0.5,0.46,0.4,0.3,0.74
jsidplay2.csv,0.8,0.67,0.89,0.94,0.41,0.94,0.93,0.6,0.98,0.5,0.32,0.64,0.85,0.94,0.0,0.5
madman.csv,0.45,0.8,0.53,0.58,0.86,0.51,0.82,0.52,0.6,0.69,0.94,0.5,0.47,0.56,0.41,0.5
mclient-mume.csv,0.54,0.59,0.5,0.46,0.86,0.69,0.7,0.0,0.51,0.8,0.67,0.0,0.6,0.5,0.89,0.7
primefaces.csv,0.36,0.41,0.39,0.4,0.42,0.43,0.49,0.36,0.44,0.42,0.84,0.48,0.4,0.37,0.45,0.41
reaper3d.csv,0.7,0.5,0.67,0.47,0.47,0.59,0.79,0.67,0.95,0.75,0.54,0.67,0.78,0.53,0.46,0.88
sblim.csv,0.86,0.0,0.4,0.42,0.91,0.61,0.0,0.0,0.45,0.83,0.95,0.67,0.47,0.91,0.91,0.93
sevenupdate.csv,0.32,0.58,0.42,0.42,0.49,0.44,0.47,0.36,0.44,0.42,0.31,0.48,0.41,0.37,0.33,0.38
springside.csv,0.42,0.54,0.42,0.4,0.94,0.53,0.46,0.44,0.46,0.73,0.96,0.75,0.4,0.37,0.33,0.51
swtfox.csv,0.45,0.62,0.39,0.67,0.55,0.96,0.49,0.81,0.91,0.94,0.8,0.86,0.45,0.46,0.35,0.6
tmva.csv,0.31,0.44,0.79,0.44,0.39,0.55,0.4,0.39,0.49,0.42,0.31,0.48,0.46,0.35,0.31,0.37
