,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.81,1.0,0.43,1.0,0.27,0.19,0.25,1.0,0.79,0.79,0.0,0.0,1.0
badtrinity-zero.csv,0.15,0.0,0.38,0.0,0.76,0.97,0.14,0.0,0.29,0.5,0.33,1.0,0.68
bibletime.csv,0.61,0.46,0.45,0.32,0.49,0.55,0.59,0.34,0.61,0.29,0.67,0.33,0.31
critterding.csv,0.54,0.32,0.88,0.64,0.91,0.89,0.94,0.59,0.98,1.0,0.83,0.44,0.76
elateportal.csv,0.81,0.8,0.4,0.76,0.51,0.6,0.8,0.72,0.37,0.43,0.0,0.89,0.85
fmri-dmt.csv,0.59,0.66,0.76,0.92,0.41,0.53,0.7,0.76,0.21,0.79,0.83,0.78,0.61
ftm.csv,0.21,0.0,0.07,0.14,0.19,0.23,0.25,0.0,0.02,0.0,0.0,0.22,0.39
gusanos.csv,0.15,0.63,0.34,0.51,0.82,0.27,0.33,0.28,0.53,0.43,0.5,0.0,0.14
monetdb.csv,0.5,0.2,0.18,0.05,0.26,0.27,0.3,0.17,0.13,0.07,0.0,0.06,0.62
quarkplayer.csv,0.27,0.05,0.37,0.24,0.1,0.06,0.28,0.21,0.37,0.21,0.67,0.22,0.1
reactos-mirror.csv,0.27,0.46,0.43,0.45,0.46,0.54,0.61,0.66,0.63,0.43,0.5,1.0,0.2
sandiaportals.csv,0.42,0.61,0.27,0.54,0.44,0.33,0.59,0.72,0.26,0.36,0.0,0.11,0.52
xbplayer.csv,0.26,0.37,0.38,0.3,0.23,0.4,0.47,0.17,0.34,0.36,0.33,0.33,0.25
