,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.82,1.0,0.63,1.0,0.51,0.38,0.86,1.0,0.81,0.79,0.55,1.0,1.0
badtrinity-zero.csv,0.69,1.0,0.49,1.0,0.76,0.97,0.92,1.0,0.58,0.54,0.49,1.0,0.7
bibletime.csv,0.67,0.64,0.54,0.46,0.6,0.56,0.62,0.59,0.7,0.37,0.67,0.43,0.57
critterding.csv,0.63,0.52,0.89,0.71,0.92,0.91,0.94,0.7,0.98,1.0,0.85,0.58,0.78
elateportal.csv,0.83,0.81,0.54,0.76,0.52,0.6,0.88,0.73,0.62,0.53,0.05,0.89,0.85
fmri-dmt.csv,0.72,0.79,0.84,0.93,0.87,0.85,0.72,0.89,0.27,0.84,0.88,0.8,0.89
ftm.csv,0.68,0.82,0.79,0.66,0.51,0.63,0.85,0.94,1.0,0.73,1.0,0.59,0.49
gusanos.csv,0.81,0.73,0.59,0.53,0.82,0.43,0.72,0.34,0.63,0.49,0.81,1.0,0.9
monetdb.csv,0.68,0.62,0.71,0.74,0.4,0.43,0.7,0.56,1.01,0.96,0.91,0.76,0.71
quarkplayer.csv,0.71,0.88,0.71,0.69,0.96,0.92,0.46,0.96,0.62,0.71,1.2,0.84,0.91
reactos-mirror.csv,0.46,0.53,0.59,0.5,0.51,0.59,0.61,0.72,0.71,0.47,0.5,1.0,0.89
sandiaportals.csv,0.61,0.66,0.62,0.57,0.55,0.6,0.65,0.76,0.71,0.42,1.0,0.25,0.58
xbplayer.csv,0.7,0.64,0.55,0.48,0.47,0.48,0.79,0.49,0.75,0.59,0.36,0.59,0.61
