,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.08,0.19,0.9,0.16,0.16,0.26,0.14,0.03
ctrlr.csv,0.0,0.08,0.95,0.19,0.44,0.46,0.22,0.15,0.18
empserver.csv,1.0,1.0,0.19,0.43,0.59,0.51,0.52,0.33,0.58
ffigo.csv,0.0,0.86,0.62,0.43,0.59,0.96,0.48,0.36,0.87
gmerlin.csv,0.0,0.14,0.1,0.24,0.97,0.09,0.39,0.24,0.08
skia.csv,1.0,0.22,0.14,0.38,0.25,0.08,0.91,0.32,0.05
wikipediardware.csv,1.0,0.64,0.48,0.95,0.88,0.87,1.0,0.88,1.0
zemljanka.csv,1.0,0.72,1.0,1.0,0.88,0.84,0.96,1.0,0.92
